player,nationality,position,team,comp_level,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes
Brendan Chardonnet,FRA,DF,Brest,Ligue 1,28,1994,33.0,1511.0,1824.0,82.8,32477.0,10685.0,401.0,441.0,90.9,849.0,918.0,92.5,238.0,421.0,56.5,1,1.6,1.3,-0.6,10.0,110.0,8.0,2.0,115.0
Charlys,BRA,MF,Hellas Verona,Serie A,19,2004,0.3,5.0,6.0,83.3,64.0,23.0,4.0,4.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0
Pep Chavarría,ESP,"DF,MF",Rayo Vallecano,La Liga,25,1998,13.0,618.0,812.0,76.1,10023.0,3436.0,309.0,352.0,87.8,260.0,328.0,79.3,36.0,89.0,40.4,1,0.7,1.2,0.3,13.0,48.0,27.0,13.0,74.0
Jhoanner Chávez,ECU,DF,Lens,Ligue 1,21,2002,5.3,173.0,222.0,77.9,2816.0,1043.0,91.0,109.0,83.5,60.0,72.0,83.3,15.0,26.0,57.7,0,0.5,0.6,-0.5,4.0,13.0,6.0,2.0,15.0
Walid Cheddira,MAR,FW,Frosinone,Serie A,25,1998,23.6,262.0,385.0,68.1,3458.0,610.0,160.0,207.0,77.3,67.0,96.0,69.8,13.0,13.0,100.0,1,1.4,0.7,-0.4,16.0,17.0,4.0,0.0,22.0
Rayan Cherki,FRA,"MF,FW",Lyon,Ligue 1,19,2003,19.1,830.0,1069.0,77.6,14766.0,4022.0,364.0,451.0,80.7,336.0,400.0,84.0,98.0,152.0,64.5,6,4.2,5.5,1.8,42.0,85.0,43.0,6.0,138.0
Youssef Chermiti,POR,FW,Everton,Premier League,19,2004,2.3,35.0,58.0,60.3,486.0,108.0,19.0,32.0,59.4,12.0,19.0,63.2,1.0,1.0,100.0,0,0.8,0.3,-0.8,4.0,1.0,4.0,0.0,5.0
Lucas Chevalier,FRA,GK,Lille,Ligue 1,21,2001,33.0,914.0,1186.0,77.1,21421.0,14432.0,260.0,262.0,99.2,431.0,434.0,99.3,215.0,478.0,45.0,0,0.1,0.1,-0.1,2.0,9.0,2.0,0.0,2.0
Fabio Chiarodia,ITA,DF,Gladbach,Bundesliga,18,2005,1.7,78.0,87.0,89.7,1232.0,439.0,43.0,46.0,93.5,33.0,35.0,94.3,2.0,6.0,33.3,0,0.1,0.2,-0.1,1.0,3.0,1.0,1.0,4.0
Federico Chiesa,ITA,FW,Juventus,Serie A,25,1997,24.4,498.0,712.0,69.9,7884.0,2466.0,270.0,329.0,82.1,161.0,224.0,71.9,48.0,93.0,51.6,2,6.2,5.6,-4.2,54.0,42.0,45.0,18.0,70.0
Ben Chilwell,ENG,DF,Chelsea,Premier League,26,1996,8.4,373.0,495.0,75.4,5230.0,1552.0,230.0,259.0,88.8,112.0,143.0,78.3,18.0,48.0,37.5,1,2.2,1.8,-1.2,14.0,29.0,2.0,2.0,25.0
Tawanda Chirewa,ZIM,"MF,FW",Wolves,Premier League,19,2003,1.6,46.0,58.0,79.3,664.0,151.0,29.0,31.0,93.5,14.0,18.0,77.8,2.0,3.0,66.7,0,0.0,0.1,0.0,1.0,3.0,3.0,2.0,7.0
Pedro Chirivella,ESP,MF,Nantes,Ligue 1,26,1997,28.8,1494.0,1743.0,85.7,25864.0,7906.0,653.0,701.0,93.2,631.0,692.0,91.2,146.0,254.0,57.5,1,1.1,2.8,-0.1,19.0,168.0,22.0,7.0,192.0
Leon Chiwome,ENG,FW,Wolves,Premier League,17,2006,1.9,19.0,22.0,86.4,244.0,59.0,12.0,13.0,92.3,6.0,6.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Tahith Chong,NED,"MF,FW",Luton Town,Premier League,23,1999,22.0,428.0,550.0,77.8,6679.0,1643.0,227.0,257.0,88.3,149.0,189.0,78.8,32.0,54.0,59.3,0,0.5,1.4,-0.5,10.0,35.0,20.0,8.0,72.0
Joris Chotard,FRA,MF,Montpellier,Ligue 1,21,2001,28.7,961.0,1179.0,81.5,18558.0,6343.0,366.0,425.0,86.1,419.0,489.0,85.7,142.0,195.0,72.8,3,1.9,2.5,1.1,14.0,111.0,15.0,5.0,111.0
Andreas Christensen,DEN,"DF,MF",Barcelona,La Liga,27,1996,22.0,1480.0,1569.0,94.3,25124.0,8496.0,669.0,699.0,95.7,700.0,724.0,96.7,87.0,108.0,80.6,2,1.1,0.8,0.9,7.0,116.0,1.0,0.0,117.0
Jacob Christensen,DEN,MF,Köln,Bundesliga,22,2001,2.4,66.0,85.0,77.6,1160.0,453.0,28.0,32.0,87.5,31.0,38.0,81.6,6.0,13.0,46.2,0,0.1,0.1,-0.1,2.0,8.0,1.0,0.0,12.0
Oliver Christensen,DEN,GK,Fiorentina,Serie A,24,1999,4.0,146.0,190.0,76.8,3678.0,2601.0,33.0,33.0,100.0,68.0,71.0,95.8,43.0,83.0,51.8,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Ryan Christie,SCO,MF,Bournemouth,Premier League,28,1995,32.3,988.0,1300.0,76.0,18802.0,5120.0,399.0,467.0,85.4,425.0,510.0,83.3,143.0,253.0,56.5,5,5.4,5.4,-0.4,55.0,118.0,42.0,7.0,167.0
Carney Chukwuemeka,ENG,"MF,FW",Chelsea,Premier League,19,2003,2.5,115.0,134.0,85.8,1476.0,266.0,82.0,88.0,93.2,26.0,31.0,83.9,4.0,5.0,80.0,1,0.3,0.3,0.7,4.0,4.0,6.0,0.0,12.0
Samuel Chukwueze,NGA,FW,Milan,Serie A,24,1999,11.3,330.0,421.0,78.4,5423.0,1275.0,163.0,197.0,82.7,140.0,170.0,82.4,19.0,32.0,59.4,3,2.3,2.7,0.7,20.0,22.0,23.0,1.0,51.0
Víctor Chust,ESP,DF,Cádiz,La Liga,23,2000,20.7,831.0,1040.0,79.9,16808.0,7302.0,288.0,317.0,90.9,416.0,459.0,90.6,118.0,230.0,51.3,1,0.3,0.2,0.7,6.0,62.0,4.0,0.0,80.0
Pathé Ciss,SEN,MF,Rayo Vallecano,La Liga,29,1994,18.5,738.0,890.0,82.9,13455.0,3975.0,315.0,362.0,87.0,339.0,383.0,88.5,69.0,101.0,68.3,0,0.5,0.7,-0.5,11.0,73.0,6.0,1.0,84.0
Alphadjo Cissè,ITA,FW,Hellas Verona,Serie A,16,2006,0.1,1.0,1.0,100.0,9.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Djaoui Cissé,FRA,MF,Rennes,Ligue 1,19,2004,0.0,5.0,5.0,100.0,75.0,0.0,4.0,4.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibrahim Cissoko,NED,"FW,MF",Toulouse,Ligue 1,20,2003,2.7,89.0,116.0,76.7,1398.0,357.0,50.0,57.0,87.7,27.0,39.0,69.2,7.0,10.0,70.0,1,0.4,0.7,0.6,6.0,7.0,9.0,7.0,12.0
Giorgio Cittadini,ITA,DF,Monza,Serie A,21,2002,0.2,5.0,6.0,83.3,94.0,39.0,1.0,2.0,50.0,3.0,3.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Giorgio Cittadini,ITA,DF,Genoa,Serie A,21,2002,1.2,19.0,31.0,61.3,392.0,117.0,6.0,11.0,54.5,9.0,14.0,64.3,4.0,5.0,80.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Patrick Ciurria,ITA,"DF,MF",Monza,Serie A,28,1995,17.8,662.0,847.0,78.2,10671.0,3258.0,335.0,377.0,88.9,271.0,348.0,77.9,41.0,72.0,56.9,1,2.6,2.1,-1.6,30.0,46.0,28.0,10.0,68.0
Bobby Clark,ENG,MF,Liverpool,Premier League,18,2005,1.0,38.0,49.0,77.6,465.0,64.0,23.0,29.0,79.3,11.0,12.0,91.7,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
Jordan Clark,ENG,MF,Luton Town,Premier League,29,1993,14.5,369.0,513.0,71.9,6108.0,1636.0,180.0,231.0,77.9,136.0,173.0,78.6,33.0,63.0,52.4,1,1.3,1.2,-0.3,12.0,19.0,18.0,4.0,51.0
Alexis Claude-Maurice,FRA,MF,Nice,Ligue 1,25,1998,5.6,202.0,253.0,79.8,2857.0,570.0,120.0,132.0,90.9,56.0,75.0,74.7,12.0,22.0,54.5,0,0.3,0.6,-0.3,7.0,15.0,6.0,3.0,21.0
Jonathan Clauss,FRA,DF,Marseille,Ligue 1,30,1992,23.0,1153.0,1526.0,75.6,19885.0,6946.0,545.0,642.0,84.9,480.0,598.0,80.3,103.0,214.0,48.1,4,4.6,5.3,-0.6,46.0,99.0,50.0,18.0,137.0
Silvi Clúa,ESP,MF,Girona,La Liga,18,2005,0.0,5.0,5.0,100.0,85.0,41.0,1.0,1.0,100.0,4.0,4.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nathaniel Clyne,ENG,DF,Crystal Palace,Premier League,32,1991,14.9,495.0,600.0,82.5,7555.0,3021.0,266.0,288.0,92.4,191.0,224.0,85.3,28.0,54.0,51.9,0,0.2,0.2,-0.2,3.0,33.0,4.0,2.0,33.0
Marcus Coco,FRA,"DF,FW",Nantes,Ligue 1,27,1996,16.5,473.0,641.0,73.8,7533.0,2758.0,224.0,265.0,84.5,199.0,249.0,79.9,27.0,86.0,31.4,0,1.0,1.1,-1.0,12.0,40.0,18.0,8.0,55.0
Saúl Coco,EQG,DF,Las Palmas,La Liga,24,1999,25.5,1257.0,1422.0,88.4,20911.0,8245.0,587.0,620.0,94.7,598.0,646.0,92.6,53.0,116.0,45.7,0,0.0,0.2,0.0,1.0,52.0,0.0,0.0,69.0
Séamus Coleman,IRL,DF,Everton,Premier League,34,1988,7.4,207.0,306.0,67.6,3381.0,1481.0,111.0,132.0,84.1,76.0,103.0,73.8,16.0,51.0,31.4,0,1.0,0.7,-1.0,3.0,15.0,4.0,2.0,22.0
Maxime Colin,FRA,DF,Metz,Ligue 1,31,1991,20.4,660.0,925.0,71.4,11318.0,5363.0,307.0,381.0,80.6,285.0,372.0,76.6,52.0,122.0,42.6,0,0.4,0.6,-0.4,4.0,60.0,7.0,5.0,67.0
Nathan Collins,IRL,DF,Brentford,Premier League,22,2001,29.5,1261.0,1552.0,81.3,23470.0,8772.0,462.0,528.0,87.5,660.0,757.0,87.2,116.0,214.0,54.2,1,2.2,1.1,-1.2,11.0,78.0,6.0,0.0,97.0
Nnamdi Collins,GER,DF,Eint Frankfurt,Bundesliga,19,2004,1.0,61.0,75.0,81.3,1011.0,387.0,23.0,26.0,88.5,35.0,39.0,89.7,2.0,7.0,28.6,0,0.0,0.1,0.0,0.0,8.0,0.0,0.0,13.0
Lorenzo Colombo,ITA,FW,Monza,Serie A,21,2002,15.1,185.0,263.0,70.3,2711.0,593.0,104.0,139.0,74.8,48.0,66.0,72.7,16.0,22.0,72.7,1,0.6,0.5,0.4,8.0,10.0,3.0,0.0,24.0
Andrea Colpani,ITA,"MF,FW",Monza,Serie A,24,1999,29.5,752.0,981.0,76.7,14005.0,3225.0,333.0,379.0,87.9,296.0,370.0,80.0,102.0,176.0,58.0,4,5.0,4.6,-1.0,56.0,55.0,41.0,9.0,120.0
Levi Colwill,ENG,DF,Chelsea,Premier League,20,2003,20.0,965.0,1163.0,83.0,16310.0,5939.0,444.0,495.0,89.7,456.0,508.0,89.8,51.0,117.0,43.6,1,1.2,0.5,-0.2,7.0,82.0,6.0,0.0,73.0
Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,27,1996,12.4,528.0,647.0,81.6,8358.0,1597.0,285.0,330.0,86.4,206.0,233.0,88.4,26.0,45.0,57.8,3,3.8,4.5,-0.8,29.0,19.0,41.0,8.0,72.0
Eray Cömert,SUI,DF,Nantes,Ligue 1,25,1998,22.2,941.0,1063.0,88.5,18882.0,6076.0,298.0,320.0,93.1,506.0,534.0,94.8,118.0,178.0,66.3,0,0.2,0.4,-0.2,4.0,57.0,4.0,2.0,57.0
Santi Comesaña,ESP,MF,Villarreal,La Liga,26,1996,18.4,752.0,868.0,86.6,12845.0,3509.0,358.0,396.0,90.4,319.0,360.0,88.6,58.0,78.0,74.4,0,2.0,1.3,-2.0,12.0,80.0,8.0,0.0,92.0
Pietro Comuzzo,ITA,"DF,FW",Fiorentina,Serie A,18,2005,0.5,27.0,38.0,71.1,550.0,154.0,5.0,11.0,45.5,21.0,24.0,87.5,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Alois Confais,FRA,"MF,FW",Le Havre,Ligue 1,26,1996,0.1,7.0,9.0,77.8,74.0,5.0,7.0,8.0,87.5,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Consigli,ITA,GK,Sassuolo,Serie A,36,1987,35.0,838.0,1235.0,67.9,24440.0,17449.0,126.0,126.0,100.0,395.0,402.0,98.3,311.0,700.0,44.4,0,0.0,0.1,0.0,0.0,15.0,2.0,0.0,1.0
Bambasé Conté,GER,"MF,FW",Hoffenheim,Bundesliga,20,2003,0.5,19.0,24.0,79.2,228.0,61.0,14.0,15.0,93.3,4.0,6.0,66.7,1.0,3.0,33.3,0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0
Nikita Contini Baranovsky,ITA,GK,Napoli,Serie A,27,1996,0.2,4.0,4.0,100.0,66.0,38.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Cook,ENG,MF,Bournemouth,Premier League,26,1997,31.0,1135.0,1487.0,76.3,20294.0,6864.0,458.0,539.0,85.0,539.0,616.0,87.5,112.0,257.0,43.6,3,4.3,3.0,-1.3,46.0,138.0,20.0,4.0,142.0
Copete,ESP,DF,Mallorca,La Liga,23,1999,14.8,449.0,584.0,76.9,8887.0,3089.0,155.0,180.0,86.1,230.0,268.0,85.8,57.0,117.0,48.7,1,0.8,0.5,0.2,4.0,46.0,6.0,3.0,52.0
Diego Coppola,ITA,DF,Hellas Verona,Serie A,19,2003,18.2,555.0,718.0,77.3,11563.0,4450.0,151.0,189.0,79.9,324.0,369.0,87.8,78.0,142.0,54.9,0,0.2,0.1,-0.2,4.0,33.0,0.0,0.0,40.0
Francis Coquelin,FRA,MF,Villarreal,La Liga,32,1991,10.1,379.0,431.0,87.9,6421.0,1616.0,173.0,188.0,92.0,169.0,184.0,91.8,30.0,41.0,73.2,0,0.1,0.6,-0.1,1.0,37.0,7.0,1.0,47.0
Tommaso Corazza,ITA,DF,Bologna,Serie A,19,2004,2.2,119.0,145.0,82.1,1781.0,648.0,68.0,74.0,91.9,38.0,41.0,92.7,8.0,17.0,47.1,0,0.1,0.2,-0.1,1.0,7.0,4.0,3.0,14.0
Theo Corbeanu,CAN,"MF,FW",Granada,La Liga,21,2002,2.0,37.0,60.0,61.7,639.0,147.0,21.0,27.0,77.8,8.0,17.0,47.1,6.0,11.0,54.5,0,0.0,0.2,0.0,0.0,5.0,2.0,2.0,5.0
Jeppe Corfitzen,DEN,FW,Lecce,Serie A,18,2004,0.1,2.0,3.0,66.7,33.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Cork,ENG,MF,Burnley,Premier League,34,1989,0.3,25.0,33.0,75.8,370.0,77.0,13.0,16.0,81.3,10.0,10.0,100.0,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0
Maxwel Cornet,CIV,"MF,FW",West Ham,Premier League,26,1996,1.2,36.0,49.0,73.5,407.0,70.0,27.0,34.0,79.4,6.0,8.0,75.0,0.0,1.0,0.0,0,0.2,0.0,-0.2,4.0,0.0,0.0,0.0,2.0
Giacomo Corona,ITA,FW,Empoli,Serie A,19,2004,0.1,2.0,2.0,100.0,41.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesús Corona,MEX,"MF,DF",Sevilla,La Liga,30,1993,0.2,9.0,14.0,64.3,106.0,14.0,6.0,7.0,85.7,3.0,6.0,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ángel Correa,ARG,"FW,MF",Atlético Madrid,La Liga,28,1995,17.0,379.0,516.0,73.4,4856.0,1162.0,249.0,301.0,82.7,85.0,110.0,77.3,18.0,46.0,39.1,2,3.6,3.8,-1.6,32.0,29.0,23.0,2.0,61.0
Joaquín Correa,ARG,"FW,MF",Marseille,Ligue 1,28,1994,4.8,131.0,167.0,78.4,2086.0,576.0,61.0,80.0,76.3,60.0,62.0,96.8,7.0,9.0,77.8,0,0.7,0.6,-0.7,5.0,10.0,11.0,0.0,25.0
Thierry Correia,POR,DF,Valencia,La Liga,24,1999,23.9,1017.0,1340.0,75.9,16699.0,6810.0,546.0,608.0,89.8,369.0,462.0,79.9,85.0,209.0,40.7,2,2.1,2.5,-0.1,18.0,70.0,29.0,11.0,80.0
Oscar Cortés,COL,"FW,MF",Lens,Ligue 1,19,2003,0.5,18.0,26.0,69.2,217.0,36.0,13.0,19.0,68.4,3.0,4.0,75.0,0.0,1.0,0.0,1,0.7,0.1,0.3,1.0,1.0,1.0,1.0,2.0
Danny da Costa,GER,DF,Mainz 05,Bundesliga,30,1993,9.2,317.0,470.0,67.4,5513.0,2576.0,144.0,177.0,81.4,126.0,193.0,65.3,37.0,69.0,53.6,1,1.2,1.3,-0.2,9.0,27.0,16.0,9.0,40.0
David Pereira da Costa,POR,MF,Lens,Ligue 1,22,2001,16.6,570.0,726.0,78.5,9004.0,2375.0,277.0,318.0,87.1,216.0,266.0,81.2,41.0,74.0,55.4,2,3.5,3.1,-1.5,26.0,51.0,26.0,7.0,73.0
Jaume Costa,ESP,DF,Mallorca,La Liga,35,1988,18.7,615.0,834.0,73.7,9676.0,4167.0,345.0,385.0,89.6,217.0,291.0,74.6,43.0,115.0,37.4,1,1.2,1.2,-0.2,19.0,36.0,21.0,14.0,50.0
João Costa,BRA,"MF,FW",Roma,Serie A,18,2005,0.2,7.0,9.0,77.8,100.0,43.0,4.0,4.0,100.0,3.0,3.0,100.0,0.0,1.0,0.0,0,0.0,0.1,0.0,1.0,0.0,1.0,0.0,1.0
Logan Costa,CPV,DF,Toulouse,Ligue 1,22,2001,29.4,1491.0,1784.0,83.6,29121.0,12198.0,511.0,559.0,91.4,768.0,868.0,88.5,181.0,302.0,59.9,1,0.6,0.7,0.4,6.0,129.0,6.0,2.0,145.0
Samu Costa,POR,MF,Mallorca,La Liga,22,2000,25.6,830.0,1087.0,76.4,15302.0,3901.0,357.0,433.0,82.4,359.0,432.0,83.1,99.0,153.0,64.7,1,0.5,1.0,0.5,12.0,77.0,11.0,4.0,93.0
Benoît Costil,FRA,GK,Salernitana,Serie A,36,1987,13.0,258.0,428.0,60.3,7748.0,6197.0,48.0,49.0,98.0,109.0,111.0,98.2,101.0,267.0,37.8,0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0
Grégoire Coudert,FRA,GK,Brest,Ligue 1,24,1999,2.0,55.0,80.0,68.8,1658.0,1275.0,7.0,7.0,100.0,28.0,28.0,100.0,20.0,45.0,44.4,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Vladimír Coufal,CZE,DF,West Ham,Premier League,30,1992,34.8,1154.0,1665.0,69.3,18778.0,9229.0,596.0,669.0,89.1,448.0,627.0,71.5,84.0,254.0,33.1,7,4.0,3.0,3.0,33.0,98.0,38.0,21.0,119.0
Lassana Coulibaly,MLI,MF,Salernitana,Serie A,27,1996,23.1,736.0,873.0,84.3,11985.0,3305.0,358.0,400.0,89.5,305.0,347.0,87.9,52.0,68.0,76.5,1,0.8,0.9,0.2,11.0,80.0,6.0,2.0,88.0
Mamadou Coulibaly,SEN,DF,Salernitana,Serie A,24,1999,0.0,1.0,3.0,33.3,6.0,1.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mamadou Coulibaly,FRA,MF,Monaco,Ligue 1,19,2004,1.3,56.0,70.0,80.0,800.0,158.0,32.0,42.0,76.2,21.0,24.0,87.5,2.0,2.0,100.0,0,0.1,0.1,-0.1,1.0,6.0,1.0,0.0,5.0
Tanguy Coulibaly,FRA,"FW,MF",Montpellier,Ligue 1,22,2001,6.9,137.0,172.0,79.7,1831.0,305.0,81.0,89.0,91.0,41.0,54.0,75.9,3.0,7.0,42.9,0,0.8,0.6,-0.8,9.0,6.0,4.0,0.0,13.0
Thibaut Courtois,BEL,GK,Real Madrid,La Liga,31,1992,3.7,113.0,123.0,91.9,2675.0,1889.0,25.0,25.0,100.0,63.0,63.0,100.0,24.0,34.0,70.6,0,0.1,0.0,-0.1,1.0,1.0,0.0,0.0,0.0
Philippe Coutinho,BRA,"MF,FW",Aston Villa,Premier League,31,1992,0.3,20.0,24.0,83.3,265.0,63.0,11.0,14.0,78.6,8.0,9.0,88.9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0
Yan Couto,BRA,"DF,FW",Girona,La Liga,21,2002,24.9,1057.0,1354.0,78.1,16640.0,4090.0,566.0,644.0,87.9,406.0,512.0,79.3,63.0,117.0,53.8,8,4.2,4.3,3.8,27.0,62.0,34.0,17.0,97.0
Nicolas Cozza,FRA,DF,Nantes,Ligue 1,24,1999,9.9,270.0,366.0,73.8,4703.0,1884.0,127.0,152.0,83.6,109.0,140.0,77.9,27.0,52.0,51.9,0,0.6,0.5,-0.6,3.0,27.0,5.0,1.0,20.0
Nicolas Cozza,FRA,DF,Wolfsburg,Bundesliga,24,1999,3.1,147.0,192.0,76.6,2373.0,782.0,76.0,88.0,86.4,61.0,79.0,77.2,8.0,18.0,44.4,0,0.1,0.2,-0.1,2.0,19.0,2.0,2.0,16.0
Alessio Cragno,ITA,GK,Sassuolo,Serie A,29,1994,3.0,69.0,100.0,69.0,1856.0,1253.0,16.0,16.0,100.0,28.0,28.0,100.0,24.0,55.0,43.6,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Crespo,POR,MF,Rayo Vallecano,La Liga,26,1996,5.9,230.0,273.0,84.2,3360.0,1147.0,126.0,142.0,88.7,85.0,100.0,85.0,11.0,18.0,61.1,0,1.0,0.5,-1.0,6.0,31.0,5.0,0.0,30.0
Aaron Cresswell,ENG,"DF,FW",West Ham,Premier League,33,1989,4.8,254.0,308.0,82.5,4176.0,1722.0,142.0,155.0,91.6,80.0,96.0,83.3,25.0,48.0,52.1,0,0.4,0.3,-0.4,5.0,15.0,4.0,0.0,26.0
Bryan Cristante,ITA,"MF,DF",Roma,Serie A,28,1995,36.5,1785.0,2178.0,82.0,31740.0,9730.0,777.0,895.0,86.8,818.0,924.0,88.5,154.0,242.0,63.6,4,2.9,3.1,1.1,30.0,229.0,37.0,6.0,234.0
Cristian,ESP,GK,Valencia,La Liga,25,1998,0.6,13.0,18.0,72.2,294.0,213.0,3.0,3.0,100.0,8.0,8.0,100.0,2.0,7.0,28.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Cruz Armada,ESP,DF,Osasuna,La Liga,31,1992,18.5,712.0,941.0,75.7,12473.0,5357.0,345.0,382.0,90.3,287.0,387.0,74.2,75.0,145.0,51.7,1,0.4,0.6,0.6,5.0,69.0,9.0,3.0,77.0
Juan Cruz,ARG,"FW,MF",Hellas Verona,Serie A,24,1999,1.2,18.0,27.0,66.7,211.0,78.0,16.0,22.0,72.7,1.0,2.0,50.0,1.0,2.0,50.0,0,0.1,0.1,-0.1,1.0,1.0,0.0,0.0,4.0
Juan Cruz,ESP,FW,Betis,La Liga,23,2000,0.8,15.0,20.0,75.0,187.0,49.0,13.0,15.0,86.7,2.0,4.0,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0
Juan Cuadrado,COL,DF,Inter,Serie A,35,1988,3.0,158.0,189.0,83.6,2799.0,632.0,73.0,77.0,94.8,61.0,76.0,80.3,16.0,27.0,59.3,2,1.6,1.2,0.4,9.0,11.0,5.0,2.0,11.0
Pau Cubarsí,ESP,DF,Barcelona,La Liga,16,2007,17.3,1360.0,1487.0,91.5,25525.0,8442.0,493.0,523.0,94.3,737.0,772.0,95.5,122.0,170.0,71.8,0,0.4,0.4,-0.4,5.0,73.0,0.0,0.0,75.0
Marc Cucurella,ESP,DF,Chelsea,Premier League,25,1998,19.8,1036.0,1196.0,86.6,15110.0,4408.0,595.0,645.0,92.2,383.0,430.0,89.1,32.0,65.0,49.2,2,1.1,1.2,0.9,19.0,51.0,7.0,4.0,50.0
Iván Cuéllar,ESP,GK,Mallorca,La Liga,39,1984,1.0,24.0,35.0,68.6,612.0,461.0,3.0,4.0,75.0,14.0,14.0,100.0,7.0,17.0,41.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Cuenca,ESP,DF,Villarreal,La Liga,23,1999,21.8,957.0,1150.0,83.2,17344.0,6301.0,367.0,388.0,94.6,515.0,579.0,88.9,65.0,154.0,42.2,1,0.2,0.8,0.8,6.0,62.0,10.0,6.0,78.0
Josh Cullen,IRL,MF,Burnley,Premier League,27,1996,22.9,1173.0,1373.0,85.4,18812.0,4917.0,617.0,667.0,92.5,466.0,521.0,89.4,69.0,127.0,54.3,3,1.8,2.3,1.2,26.0,119.0,17.0,3.0,123.0
Matheus Cunha,BRA,"FW,MF",Wolves,Premier League,24,1999,27.1,658.0,831.0,79.2,8887.0,2308.0,411.0,476.0,86.3,182.0,229.0,79.5,32.0,57.0,56.1,7,3.2,3.0,3.8,28.0,56.0,31.0,1.0,87.0
Marvin Cuni,ALB,FW,Frosinone,Serie A,22,2001,5.9,82.0,115.0,71.3,988.0,167.0,48.0,60.0,80.0,20.0,28.0,71.4,3.0,4.0,75.0,0,0.3,0.2,-0.3,6.0,2.0,2.0,0.0,11.0
Eric Curbelo,ESP,"DF,MF",Las Palmas,La Liga,29,1994,1.1,57.0,59.0,96.6,885.0,340.0,30.0,30.0,100.0,25.0,27.0,92.6,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Sam Curtis,IRL,DF,Sheffield Utd,Premier League,17,2005,0.3,6.0,10.0,60.0,98.0,37.0,3.0,4.0,75.0,3.0,3.0,100.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tomáš Čvančara,CZE,FW,Gladbach,Bundesliga,22,2000,10.0,137.0,216.0,63.4,1668.0,384.0,91.0,133.0,68.4,36.0,53.0,67.9,3.0,3.0,100.0,1,0.7,0.8,0.3,7.0,7.0,4.0,2.0,13.0
Danilo D'Ambrosio,ITA,DF,Monza,Serie A,34,1988,17.1,979.0,1095.0,89.4,17542.0,5544.0,360.0,376.0,95.7,531.0,566.0,93.8,74.0,124.0,59.7,0,0.2,0.4,-0.2,4.0,61.0,4.0,1.0,61.0
