player,nationality,position,team,comp_level,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes
Mads Pedersen,DEN,DF,Augsburg,Bundesliga,26,1996,19.8,637.0,853.0,74.7,10860.0,3963.0,313.0,351.0,89.2,249.0,349.0,71.3,59.0,97.0,60.8,1,1.5,2.1,-0.5,12.0,46.0,21.0,8.0,66.0
Marcus Pedersen,NOR,DF,Sassuolo,Serie A,23,2000,17.9,563.0,735.0,76.6,9376.0,3043.0,289.0,327.0,88.4,224.0,281.0,79.7,43.0,87.0,49.4,2,1.1,0.7,0.9,10.0,35.0,9.0,7.0,31.0
Alfonso Pedraza,ESP,DF,Villarreal,La Liga,27,1996,12.4,459.0,598.0,76.8,7479.0,2335.0,251.0,278.0,90.3,177.0,221.0,80.1,27.0,60.0,45.0,3,3.6,2.3,-0.6,20.0,17.0,24.0,14.0,31.0
Pedri,ESP,"MF,FW",Barcelona,La Liga,20,2002,16.4,1035.0,1189.0,87.0,17171.0,3933.0,497.0,555.0,89.5,435.0,478.0,91.0,78.0,95.0,82.1,2,4.2,4.1,-2.2,37.0,83.0,37.0,4.0,136.0
Pedro,ESP,"FW,MF",Lazio,Serie A,36,1987,9.1,357.0,431.0,82.8,5072.0,974.0,214.0,236.0,90.7,109.0,132.0,82.6,17.0,33.0,51.5,1,2.1,1.5,-1.1,17.0,22.0,13.0,4.0,33.0
Adrià Pedrosa,ESP,DF,Sevilla,La Liga,25,1998,19.5,681.0,931.0,73.1,10819.0,3651.0,385.0,442.0,87.1,240.0,315.0,76.2,47.0,122.0,38.5,4,3.2,2.0,0.8,27.0,42.0,18.0,13.0,61.0
Jordan Pefok,USA,FW,Gladbach,Bundesliga,27,1996,15.8,221.0,281.0,78.6,3069.0,514.0,123.0,153.0,80.4,65.0,74.0,87.8,12.0,16.0,75.0,3,2.5,1.9,0.5,20.0,14.0,4.0,0.0,22.0
Jordan Pefok,USA,FW,Union Berlin,Bundesliga,27,1996,0.3,2.0,5.0,40.0,14.0,0.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,0.0,-0.1,2.0,0.0,0.0,0.0,0.0
Dženan Pejčinović,GER,FW,Wolfsburg,Bundesliga,18,2005,0.4,6.0,10.0,60.0,76.0,0.0,4.0,6.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,0,0.1,0.0,-0.1,2.0,0.0,0.0,0.0,0.0
Pietro Pellegri,ITA,FW,Torino,Serie A,22,2001,8.4,86.0,138.0,62.3,1094.0,113.0,60.0,81.0,74.1,16.0,30.0,53.3,4.0,7.0,57.1,1,0.3,0.1,0.7,4.0,3.0,0.0,0.0,8.0
Lorenzo Pellegrini,ITA,MF,Roma,Serie A,27,1996,20.7,665.0,850.0,78.2,10532.0,2994.0,347.0,388.0,89.4,247.0,293.0,84.3,47.0,108.0,43.5,3,2.4,3.2,0.6,36.0,66.0,22.0,5.0,94.0
Luca Pellegrini,ITA,DF,Lazio,Serie A,24,1999,8.7,372.0,515.0,72.2,5643.0,2051.0,196.0,227.0,86.3,137.0,177.0,77.4,20.0,64.0,31.3,0,0.3,0.3,-0.3,2.0,29.0,7.0,0.0,46.0
Facundo Pellistri,URU,"FW,MF",Manchester Utd,Premier League,21,2001,1.9,60.0,79.0,75.9,675.0,146.0,47.0,53.0,88.7,11.0,17.0,64.7,0.0,0.0,0.0,1,0.1,0.4,0.9,1.0,4.0,2.0,0.0,6.0
Facundo Pellistri,URU,"MF,FW",Granada,La Liga,21,2001,13.7,213.0,305.0,69.8,2770.0,661.0,131.0,159.0,82.4,63.0,87.0,72.4,6.0,12.0,50.0,1,1.2,1.1,-0.2,18.0,3.0,14.0,5.0,22.0
Andy Pelmard,FRA,DF,Clermont Foot,Ligue 1,23,2000,33.2,1412.0,1666.0,84.8,23653.0,7665.0,624.0,678.0,92.0,656.0,720.0,91.1,82.0,195.0,42.1,0,0.6,0.9,-0.6,6.0,86.0,8.0,1.0,120.0
Aurélien Pelon,FRA,DF,Lorient,Ligue 1,19,2004,1.0,26.0,33.0,78.8,555.0,191.0,8.0,9.0,88.9,13.0,18.0,72.2,5.0,5.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Faris Pemi Moumbagna,CMR,FW,Marseille,Ligue 1,23,2000,6.1,74.0,107.0,69.2,1071.0,269.0,45.0,62.0,72.6,26.0,35.0,74.3,1.0,3.0,33.3,1,1.1,0.3,-0.1,4.0,3.0,4.0,1.0,16.0
Iñaki Peña,ESP,GK,Barcelona,La Liga,24,1999,10.0,259.0,297.0,87.2,5660.0,3681.0,76.0,76.0,100.0,145.0,146.0,99.3,37.0,74.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Peña,ESP,MF,Almería,La Liga,18,2005,4.9,188.0,217.0,86.6,2977.0,846.0,96.0,108.0,88.9,78.0,85.0,91.8,10.0,16.0,62.5,0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,10.0
Rubén Peña,ESP,"DF,FW",Osasuna,La Liga,32,1991,23.2,626.0,955.0,65.5,10643.0,4696.0,297.0,368.0,80.7,263.0,376.0,69.9,52.0,129.0,40.3,2,2.6,3.0,-0.6,28.0,55.0,33.0,18.0,78.0
Pepín,EQG,"MF,FW",Monza,Serie A,26,1996,2.7,113.0,143.0,79.0,1961.0,462.0,54.0,61.0,88.5,45.0,53.0,84.9,10.0,18.0,55.6,0,0.1,0.1,-0.1,2.0,9.0,1.0,0.0,13.0
Alberto Perea,ESP,"MF,FW",Granada,La Liga,32,1990,0.0,6.0,7.0,85.7,77.0,29.0,5.0,5.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0,0.1,0.0,-0.1,1.0,0.0,1.0,0.0,2.0
Andreas Pereira,BRA,MF,Fulham,Premier League,27,1996,29.0,912.0,1295.0,70.4,16256.0,5305.0,436.0,500.0,87.2,309.0,400.0,77.3,133.0,289.0,46.0,7,7.1,5.7,-0.1,84.0,95.0,34.0,11.0,138.0
Danilo Pereira,POR,DF,Paris S-G,Ligue 1,31,1991,22.2,2089.0,2223.0,94.0,40180.0,13453.0,631.0,662.0,95.3,1277.0,1321.0,96.7,163.0,211.0,77.3,0,0.0,0.9,0.0,0.0,222.0,4.0,0.0,148.0
Mathias Pereira Lage,POR,"FW,MF",Brest,Ligue 1,26,1996,13.2,266.0,395.0,67.3,3999.0,1074.0,136.0,174.0,78.2,78.0,118.0,66.1,26.0,67.0,38.8,2,1.7,1.7,0.3,14.0,16.0,5.0,2.0,23.0
Pedro Pereira,POR,DF,Monza,Serie A,25,1998,9.3,406.0,517.0,78.5,6526.0,2297.0,215.0,234.0,91.9,158.0,195.0,81.0,25.0,57.0,43.9,2,1.2,1.0,0.8,14.0,41.0,15.0,10.0,43.0
Daniel Peretz,ISR,GK,Bayern Munich,Bundesliga,23,2000,0.2,12.0,17.0,70.6,231.0,106.0,3.0,3.0,100.0,8.0,8.0,100.0,1.0,6.0,16.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto Pereyra,ARG,"FW,MF",Udinese,Serie A,32,1991,20.6,472.0,598.0,78.9,7424.0,2531.0,252.0,287.0,87.8,172.0,210.0,81.9,33.0,49.0,67.3,3,1.9,2.0,1.1,25.0,49.0,21.0,6.0,70.0
Ayoze Pérez,ESP,FW,Betis,La Liga,30,1993,25.5,572.0,738.0,77.5,7137.0,1889.0,377.0,433.0,87.1,139.0,177.0,78.5,15.0,26.0,57.7,1,3.9,3.0,-2.9,29.0,46.0,22.0,0.0,80.0
Carles Pérez,ESP,"MF,DF",Celta Vigo,La Liga,25,1998,8.6,201.0,259.0,77.6,3028.0,575.0,110.0,129.0,85.3,70.0,81.0,86.4,12.0,27.0,44.4,1,1.3,0.8,-0.3,10.0,10.0,9.0,2.0,18.0
Francisco Perez,ESP,"MF,FW",Valencia,La Liga,20,2002,22.8,436.0,584.0,74.7,5954.0,1592.0,283.0,337.0,84.0,112.0,155.0,72.3,19.0,37.0,51.4,4,2.6,2.1,1.4,19.0,24.0,18.0,7.0,41.0
Kike Pérez,ESP,"MF,FW",Rayo Vallecano,La Liga,26,1997,9.3,279.0,368.0,75.8,4750.0,1507.0,128.0,143.0,89.5,113.0,151.0,74.8,26.0,45.0,57.8,0,0.6,0.9,-0.6,7.0,33.0,6.0,0.0,47.0
Nehuén Pérez,ARG,DF,Udinese,Serie A,23,2000,36.0,1267.0,1599.0,79.2,24513.0,9872.0,481.0,540.0,89.1,617.0,713.0,86.5,155.0,303.0,51.2,0,0.2,0.4,-0.2,7.0,114.0,8.0,3.0,119.0
Matteo Perez Vinlöf,SWE,FW,Bayern Munich,Bundesliga,17,2005,0.2,11.0,13.0,84.6,156.0,22.0,7.0,7.0,100.0,4.0,4.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simone Perilli,ITA,GK,Hellas Verona,Serie A,28,1995,1.0,17.0,38.0,44.7,687.0,631.0,3.0,3.0,100.0,5.0,5.0,100.0,9.0,29.0,31.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Mattia Perin,ITA,GK,Juventus,Serie A,30,1992,2.5,54.0,66.0,81.8,1199.0,718.0,13.0,13.0,100.0,28.0,28.0,100.0,12.0,24.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuele Perisan,ITA,GK,Empoli,Serie A,25,1997,1.0,27.0,34.0,79.4,551.0,340.0,10.0,10.0,100.0,11.0,11.0,100.0,5.0,12.0,41.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivan Perišić,CRO,FW,Tottenham,Premier League,34,1989,1.1,53.0,76.0,69.7,828.0,363.0,31.0,39.0,79.5,14.0,22.0,63.6,7.0,13.0,53.8,1,0.9,0.7,0.1,5.0,4.0,6.0,2.0,9.0
Romain Perraud,FRA,"DF,FW",Nice,Ligue 1,25,1997,4.1,176.0,243.0,72.4,2476.0,626.0,103.0,117.0,88.0,57.0,80.0,71.3,5.0,20.0,25.0,1,0.9,0.7,0.1,3.0,8.0,0.0,0.0,11.0
Lucas Perrin,FRA,DF,Strasbourg,Ligue 1,24,1998,30.3,1608.0,1839.0,87.4,33227.0,12865.0,435.0,471.0,92.4,957.0,1014.0,94.4,196.0,319.0,61.4,1,0.8,1.1,0.2,6.0,113.0,11.0,2.0,115.0
Máximo Perrone,ARG,MF,Las Palmas,La Liga,20,2003,18.0,1181.0,1311.0,90.1,16988.0,5059.0,678.0,728.0,93.1,424.0,464.0,91.4,37.0,55.0,67.3,0,0.5,1.2,-0.5,9.0,97.0,8.0,0.0,78.0
Pavao Pervan,AUT,GK,Wolfsburg,Bundesliga,35,1987,9.0,229.0,300.0,76.3,6220.0,4414.0,55.0,55.0,100.0,105.0,108.0,97.2,68.0,136.0,50.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Matteo Pessina,ITA,MF,Monza,Serie A,26,1997,35.8,1903.0,2154.0,88.3,33524.0,7225.0,780.0,865.0,90.2,952.0,1015.0,93.8,143.0,190.0,75.3,3,1.1,1.5,1.9,27.0,190.0,26.0,5.0,190.0
Andrea Petagna,ITA,FW,Cagliari,Serie A,28,1995,11.1,170.0,239.0,71.1,2451.0,422.0,95.0,123.0,77.2,51.0,72.0,70.8,13.0,18.0,72.2,1,1.0,1.1,0.0,18.0,10.0,5.0,0.0,14.0
Denis Petrić,SRB,GK,Nantes,Ligue 1,35,1988,0.3,6.0,8.0,75.0,156.0,126.0,2.0,2.0,100.0,3.0,3.0,100.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Njegoš Petrović,SRB,"MF,FW",Granada,La Liga,24,1999,1.7,67.0,81.0,82.7,1037.0,304.0,36.0,41.0,87.8,26.0,29.0,89.7,4.0,8.0,50.0,0,0.1,0.1,-0.1,2.0,7.0,1.0,0.0,8.0
Đorđe Petrović,SRB,GK,Chelsea,Premier League,23,1999,22.1,635.0,806.0,78.8,14560.0,8862.0,188.0,188.0,100.0,321.0,324.0,99.1,123.0,289.0,42.6,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
Jens Petter Hauge,NOR,"MF,FW",Eint Frankfurt,Bundesliga,23,1999,1.6,69.0,85.0,81.2,1097.0,270.0,33.0,39.0,84.6,31.0,36.0,86.1,4.0,6.0,66.7,0,0.1,0.4,-0.1,2.0,4.0,4.0,0.0,6.0
Germán Pezzella,ARG,DF,Betis,La Liga,32,1991,30.7,1277.0,1485.0,86.0,23691.0,8483.0,443.0,475.0,93.3,724.0,811.0,89.3,94.0,168.0,56.0,0,0.3,0.3,-0.3,4.0,49.0,4.0,1.0,64.0
Giuseppe Pezzella,ITA,DF,Empoli,Serie A,25,1997,12.1,434.0,585.0,74.2,6940.0,2645.0,237.0,271.0,87.5,160.0,197.0,81.2,29.0,77.0,37.7,0,0.5,1.2,-0.5,8.0,33.0,15.0,11.0,44.0
Luca Pfeiffer,GER,"FW,MF",Darmstadt 98,Bundesliga,26,1996,18.0,290.0,414.0,70.0,4273.0,930.0,169.0,216.0,78.2,96.0,137.0,70.1,16.0,32.0,50.0,4,1.7,1.0,2.3,19.0,20.0,8.0,1.0,37.0
Patric Pfeiffer,GER,DF,Augsburg,Bundesliga,23,1999,5.7,193.0,267.0,72.3,4034.0,1515.0,56.0,65.0,86.2,105.0,132.0,79.5,30.0,58.0,51.7,1,0.8,0.6,0.2,4.0,15.0,3.0,1.0,19.0
Maximilian Philipp,GER,"FW,MF",Freiburg,Bundesliga,29,1994,3.6,81.0,109.0,74.3,1056.0,161.0,47.0,54.0,87.0,24.0,32.0,75.0,2.0,3.0,66.7,0,0.4,0.4,-0.4,3.0,6.0,2.0,1.0,6.0
Kalvin Phillips,ENG,MF,West Ham,Premier League,27,1995,3.4,141.0,179.0,78.8,2507.0,567.0,62.0,74.0,83.8,64.0,77.0,83.1,12.0,20.0,60.0,0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,19.0
Kalvin Phillips,ENG,MF,Manchester City,Premier League,27,1995,1.0,62.0,70.0,88.6,1067.0,300.0,31.0,32.0,96.9,24.0,26.0,92.3,7.0,10.0,70.0,0,0.0,0.1,0.0,0.0,8.0,1.0,1.0,7.0
Jaden Philogene Bidace,ENG,FW,Aston Villa,Premier League,21,2002,0.0,3.0,4.0,75.0,27.0,5.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamil Piątkowski,POL,DF,Granada,La Liga,23,2000,5.6,197.0,230.0,85.7,3809.0,1273.0,67.0,70.0,95.7,111.0,118.0,94.1,18.0,37.0,48.6,0,0.1,0.1,-0.1,2.0,8.0,1.0,1.0,10.0
Roberto Piccoli,ITA,FW,Empoli,Serie A,22,2001,0.4,4.0,6.0,66.7,47.0,16.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Roberto Piccoli,ITA,FW,Lecce,Serie A,22,2001,15.3,147.0,246.0,59.8,1864.0,373.0,92.0,142.0,64.8,36.0,59.0,61.0,5.0,10.0,50.0,0,0.9,0.6,-0.9,10.0,4.0,2.0,0.0,19.0
Florian Pick,GER,"MF,FW",Heidenheim,Bundesliga,27,1995,3.6,118.0,183.0,64.5,2066.0,705.0,47.0,65.0,72.3,50.0,64.0,78.1,15.0,35.0,42.9,1,0.8,1.1,0.2,9.0,4.0,5.0,3.0,12.0
Jordan Pickford,ENG,GK,Everton,Premier League,29,1994,38.0,986.0,1576.0,62.6,33034.0,26388.0,144.0,145.0,99.3,378.0,390.0,96.9,461.0,1031.0,44.7,0,0.1,0.4,-0.1,4.0,97.0,8.0,0.0,6.0
Amos Pieper,GER,DF,Werder Bremen,Bundesliga,25,1998,6.6,229.0,312.0,73.4,4549.0,1880.0,79.0,100.0,79.0,114.0,131.0,87.0,33.0,66.0,50.0,0,0.8,0.5,-0.8,2.0,25.0,2.0,0.0,24.0
Marvin Pieringer,GER,"MF,FW",Heidenheim,Bundesliga,23,1999,16.8,298.0,431.0,69.1,4439.0,992.0,166.0,227.0,73.1,93.0,132.0,70.5,22.0,33.0,66.7,3,2.1,1.5,0.9,14.0,30.0,10.0,0.0,41.0
Santiago Pierotti,ARG,"MF,FW",Lecce,Serie A,22,2001,2.2,48.0,67.0,71.6,687.0,142.0,29.0,39.0,74.4,12.0,17.0,70.6,3.0,5.0,60.0,2,1.0,0.6,1.0,2.0,3.0,2.0,0.0,5.0
Niccolò Pierozzi,ITA,DF,Salernitana,Serie A,21,2001,9.7,264.0,348.0,75.9,4521.0,1389.0,130.0,147.0,88.4,104.0,131.0,79.4,24.0,52.0,46.2,0,0.0,0.1,0.0,1.0,14.0,2.0,2.0,16.0
Ronaël Pierre-Gabriel,FRA,DF,Nantes,Ligue 1,25,1998,6.6,227.0,289.0,78.5,3413.0,1320.0,110.0,127.0,86.6,96.0,119.0,80.7,8.0,18.0,44.4,0,0.8,0.4,-0.8,2.0,17.0,3.0,1.0,17.0
Andrea Pinamonti,ITA,FW,Sassuolo,Serie A,24,1999,34.2,411.0,630.0,65.2,5473.0,873.0,236.0,315.0,74.9,130.0,194.0,67.0,12.0,33.0,36.4,1,1.9,2.2,-0.9,18.0,24.0,11.0,0.0,45.0
Ethan Pinnock,JAM,DF,Brentford,Premier League,30,1993,28.0,1192.0,1432.0,83.2,22546.0,7516.0,399.0,466.0,85.6,672.0,739.0,90.9,98.0,178.0,55.1,0,1.0,0.8,-1.0,4.0,76.0,5.0,0.0,61.0
Yeremi Pino,ESP,"MF,FW",Villarreal,La Liga,20,2002,5.3,137.0,171.0,80.1,2032.0,432.0,81.0,95.0,85.3,42.0,48.0,87.5,11.0,17.0,64.7,0,0.2,0.5,-0.2,5.0,3.0,6.0,1.0,10.0
Carlo Pinsoglio,ITA,GK,Juventus,Serie A,33,1990,0.5,14.0,21.0,66.7,349.0,231.0,2.0,2.0,100.0,8.0,9.0,88.9,4.0,10.0,40.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorenzo Pirola,ITA,DF,Salernitana,Serie A,21,2002,22.1,868.0,1040.0,83.5,14823.0,5563.0,381.0,417.0,91.4,416.0,470.0,88.5,52.0,113.0,46.0,0,0.0,0.1,0.0,1.0,33.0,1.0,0.0,57.0
Niccolò Pisilli,ITA,MF,Roma,Serie A,18,2004,0.1,5.0,6.0,83.3,62.0,0.0,5.0,5.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alassane Pléa,FRA,"FW,MF",Gladbach,Bundesliga,30,1993,21.3,541.0,774.0,69.9,8777.0,2694.0,282.0,345.0,81.7,186.0,267.0,69.7,52.0,87.0,59.8,4,4.0,4.1,0.0,36.0,47.0,38.0,3.0,115.0
Tommaso Pobega,ITA,MF,Milan,Serie A,24,1999,3.5,103.0,132.0,78.0,1779.0,547.0,47.0,58.0,81.0,42.0,45.0,93.3,10.0,18.0,55.6,0,0.2,0.1,-0.2,1.0,7.0,1.0,0.0,11.0
Paul Pogba,FRA,MF,Juventus,Serie A,30,1993,0.6,27.0,35.0,77.1,425.0,113.0,13.0,14.0,92.9,11.0,13.0,84.6,2.0,4.0,50.0,0,0.0,0.1,0.0,1.0,5.0,2.0,0.0,5.0
Ole Pohlmann,GER,MF,Dortmund,Bundesliga,22,2001,0.6,13.0,20.0,65.0,164.0,2.0,9.0,9.0,100.0,3.0,5.0,60.0,0.0,4.0,0.0,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,0.0
Matteo Politano,ITA,FW,Napoli,Serie A,29,1993,26.2,994.0,1292.0,76.9,16623.0,5282.0,526.0,581.0,90.5,315.0,403.0,78.2,115.0,207.0,55.6,7,6.6,6.0,0.4,71.0,75.0,76.0,23.0,164.0
Sebastian Polter,GER,FW,Darmstadt 98,Bundesliga,32,1991,5.0,65.0,112.0,58.0,872.0,241.0,31.0,52.0,59.6,26.0,39.0,66.7,1.0,1.0,100.0,1,0.6,0.5,0.4,3.0,5.0,2.0,1.0,13.0
Julien Ponceau,FRA,MF,Lorient,Ligue 1,22,2000,24.9,1014.0,1200.0,84.5,15686.0,3946.0,516.0,575.0,89.7,377.0,424.0,88.9,69.0,106.0,65.1,2,2.7,1.9,-0.7,35.0,84.0,30.0,3.0,154.0
Marin Pongračić,CRO,DF,Lecce,Serie A,25,1997,35.8,1583.0,1872.0,84.6,34979.0,12707.0,363.0,424.0,85.6,931.0,1012.0,92.0,272.0,395.0,68.9,0,0.4,0.6,-0.4,11.0,119.0,5.0,0.0,134.0
Nick Pope,ENG,GK,Newcastle Utd,Premier League,31,1992,14.9,307.0,399.0,76.9,7910.0,4836.0,59.0,60.0,98.3,168.0,172.0,97.7,79.0,165.0,47.9,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Pedro Porro,ESP,DF,Tottenham,Premier League,23,1999,34.3,1806.0,2369.0,76.2,27440.0,10519.0,1057.0,1171.0,90.3,579.0,745.0,77.7,121.0,297.0,40.7,7,7.2,6.0,-0.2,51.0,135.0,48.0,10.0,194.0
Portu,ESP,FW,Getafe,La Liga,31,1992,1.1,17.0,23.0,73.9,226.0,115.0,8.0,10.0,80.0,5.0,6.0,83.3,1.0,1.0,100.0,0,0.2,0.3,-0.2,2.0,1.0,2.0,0.0,3.0
Portu,ESP,"MF,FW",Girona,La Liga,31,1992,13.2,232.0,308.0,75.3,3208.0,778.0,128.0,154.0,83.1,83.0,99.0,83.8,7.0,19.0,36.8,5,3.5,2.2,1.5,16.0,13.0,9.0,2.0,32.0
Stefan Posch,AUT,DF,Bologna,Serie A,26,1997,26.8,1712.0,2082.0,82.2,28051.0,10439.0,845.0,909.0,93.0,725.0,807.0,89.8,110.0,261.0,42.1,2,2.1,1.9,-0.1,22.0,144.0,21.0,7.0,123.0
Yussuf Poulsen,DEN,FW,RB Leipzig,Bundesliga,29,1994,13.5,207.0,289.0,71.6,2552.0,622.0,130.0,164.0,79.3,48.0,66.0,72.7,6.0,10.0,60.0,2,1.0,2.3,1.0,13.0,8.0,5.0,2.0,16.0
José Pozo,ESP,MF,Rayo Vallecano,La Liga,27,1996,0.2,11.0,11.0,100.0,142.0,15.0,7.0,7.0,100.0,4.0,4.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Alejandro Pozo Pozo,ESP,"DF,MF",Almería,La Liga,24,1999,10.8,443.0,598.0,74.1,7276.0,2929.0,238.0,272.0,87.5,157.0,211.0,74.4,37.0,77.0,48.1,0,0.6,0.8,-0.6,13.0,36.0,15.0,8.0,44.0
Beñat Prados,ESP,"MF,DF",Athletic Club,La Liga,22,2001,16.1,667.0,811.0,82.2,10307.0,2698.0,351.0,394.0,89.1,273.0,329.0,83.0,26.0,46.0,56.5,0,0.5,1.0,-0.5,10.0,69.0,10.0,2.0,87.0
Matteo Prati,ITA,MF,Cagliari,Serie A,19,2003,21.9,560.0,755.0,74.2,9877.0,2794.0,231.0,275.0,84.0,273.0,338.0,80.8,47.0,98.0,48.0,1,0.8,1.2,0.2,14.0,59.0,14.0,4.0,66.0
Abdón Prats,ESP,"FW,MF",Mallorca,La Liga,30,1992,14.1,132.0,240.0,55.0,2042.0,475.0,73.0,110.0,66.4,42.0,71.0,59.2,12.0,23.0,52.2,1,2.4,1.2,-1.4,14.0,12.0,8.0,0.0,26.0
Sanjin Prcić,BIH,MF,Strasbourg,Ligue 1,29,1993,1.0,44.0,47.0,93.6,941.0,265.0,15.0,16.0,93.8,20.0,21.0,95.2,7.0,7.0,100.0,0,0.2,0.0,-0.2,3.0,5.0,0.0,0.0,5.0
Grischa Prömel,GER,MF,Hoffenheim,Bundesliga,28,1995,23.8,802.0,983.0,81.6,12526.0,2950.0,414.0,470.0,88.1,317.0,360.0,88.1,47.0,87.0,54.0,5,2.8,2.2,2.2,21.0,74.0,17.0,2.0,96.0
Ivan Provedel,ITA,GK,Lazio,Serie A,29,1994,30.0,835.0,1022.0,81.7,22233.0,15095.0,166.0,166.0,100.0,350.0,353.0,99.2,316.0,494.0,64.0,0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,3.0
Pubill,ESP,DF,Almería,La Liga,20,2003,20.9,686.0,958.0,71.6,10815.0,4008.0,359.0,416.0,86.3,266.0,361.0,73.7,42.0,119.0,35.3,3,1.5,1.2,1.5,21.0,39.0,11.0,10.0,36.0
Gustavo Puerta,COL,"DF,MF",Leverkusen,Bundesliga,20,2003,0.5,39.0,42.0,92.9,596.0,209.0,20.0,21.0,95.2,16.0,17.0,94.1,3.0,4.0,75.0,0,0.1,0.1,-0.1,1.0,4.0,1.0,0.0,8.0
Antonio Puertas,ESP,"MF,FW",Granada,La Liga,31,1992,8.1,154.0,214.0,72.0,2256.0,553.0,80.0,103.0,77.7,48.0,68.0,70.6,11.0,20.0,55.0,2,0.6,0.6,1.4,10.0,13.0,8.0,3.0,22.0
Arnau Puigmal,ESP,"FW,DF",Almería,La Liga,22,2001,2.8,65.0,93.0,69.9,976.0,349.0,42.0,46.0,91.3,16.0,22.0,72.7,5.0,17.0,29.4,0,0.3,0.2,-0.3,3.0,6.0,4.0,1.0,8.0
Christian Pulisic,USA,"FW,MF",Milan,Serie A,24,1998,28.9,832.0,1074.0,77.5,11830.0,2542.0,483.0,555.0,87.0,282.0,348.0,81.0,32.0,63.0,50.8,8,4.8,4.5,3.2,44.0,42.0,43.0,18.0,87.0
George Pușcaș,ROU,FW,Genoa,Serie A,27,1996,2.1,34.0,61.0,55.7,430.0,67.0,24.0,37.0,64.9,8.0,14.0,57.1,0.0,1.0,0.0,0,0.1,0.1,-0.1,1.0,3.0,1.0,0.0,3.0
Jarell Quansah,ENG,DF,Liverpool,Premier League,20,2003,13.2,1038.0,1172.0,88.6,18672.0,6199.0,368.0,392.0,93.9,595.0,633.0,94.0,61.0,115.0,53.0,0,0.1,0.2,-0.1,3.0,69.0,1.0,0.0,67.0
Domingos Quina,POR,MF,Udinese,Serie A,23,1999,0.1,1.0,1.0,100.0,13.0,10.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Adrien Rabiot,FRA,MF,Juventus,Serie A,28,1995,29.5,996.0,1211.0,82.2,14960.0,3691.0,548.0,620.0,88.4,361.0,429.0,84.1,53.0,81.0,65.4,3,4.1,4.0,-1.1,26.0,103.0,23.0,10.0,120.0
Uroš Račić,SRB,MF,Sassuolo,Serie A,25,1998,9.1,322.0,396.0,81.3,5773.0,1601.0,134.0,153.0,87.6,151.0,169.0,89.3,29.0,57.0,50.9,1,0.3,0.3,0.7,6.0,30.0,4.0,0.0,37.0
Nemanja Radonjić,SRB,"MF,FW",Torino,Serie A,27,1996,4.2,57.0,89.0,64.0,838.0,199.0,33.0,46.0,71.7,16.0,23.0,69.6,5.0,10.0,50.0,0,0.2,0.3,-0.2,3.0,4.0,3.0,2.0,7.0
Nemanja Radonjić,SRB,"MF,DF",Mallorca,La Liga,27,1996,3.9,78.0,119.0,65.5,1304.0,465.0,41.0,55.0,74.5,25.0,34.0,73.5,9.0,21.0,42.9,0,0.6,0.7,-0.6,7.0,9.0,5.0,4.0,12.0
