player,nationality,position,team,comp_level,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Felix Passlack,GER,DF,Bochum,Bundesliga,25,1998,10.7,2,1,0,14,13,2,40,10,14,0.0,0.0,0,51.0,6.0,8.0,42.9
Patric,ESP,DF,Lazio,Serie A,30,1993,17.9,4,0,0,8,6,0,11,6,8,0.0,0.0,0,71.0,9.0,17.0,34.6
Rui Patrício,POR,GK,Roma,Serie A,35,1988,23.0,1,0,0,1,1,0,0,0,0,0.0,1.0,0,12.0,2.0,0.0,100.0
Nathan Patterson,SCO,DF,Everton,Premier League,21,2001,11.2,4,0,0,18,5,1,32,9,24,0.0,0.0,0,60.0,7.0,10.0,41.2
Gabriel Paulista,BRA,DF,Atlético Madrid,La Liga,32,1990,4.5,1,0,0,4,0,0,0,4,5,0.0,0.0,0,19.0,13.0,6.0,68.4
Gabriel Paulista,BRA,DF,Valencia,La Liga,32,1990,15.5,6,1,1,11,4,0,0,24,7,0.0,0.0,0,70.0,29.0,19.0,60.4
Benjamin Pavard,FRA,DF,Inter,Serie A,27,1996,18.6,6,0,0,23,15,2,24,32,21,0.0,0.0,0,68.0,35.0,27.0,56.5
Jiří Pavlenka,CZE,GK,Werder Bremen,Bundesliga,31,1992,7.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,9.0,3.0,0.0,100.0
Aleksandar Pavlovic,GER,MF,Bayern Munich,Bundesliga,19,2004,13.6,6,0,0,20,16,0,18,17,16,0.0,0.0,0,75.0,10.0,13.0,43.5
Leonardo Pavoletti,ITA,FW,Cagliari,Serie A,34,1988,7.0,4,0,0,19,7,1,1,0,1,1.0,0.0,0,12.0,57.0,41.0,58.2
Martín Payero,ARG,MF,Udinese,Serie A,24,1998,20.0,6,1,0,45,28,1,20,15,32,1.0,0.0,0,110.0,20.0,19.0,51.3
Nicolás Paz,ARG,"MF,FW",Real Madrid,La Liga,18,2004,0.3,0,0,0,1,0,0,1,1,0,0.0,0.0,0,2.0,1.0,0.0,100.0
Myles Peart-Harris,ENG,"DF,MF",Brentford,Premier League,20,2002,0.1,0,0,0,2,2,0,1,0,0,0.0,0.0,0,0.0,0.0,5.0,0.0
Sydie Peck,ENG,MF,Sheffield Utd,Premier League,18,2004,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
Mads Pedersen,DEN,DF,Augsburg,Bundesliga,26,1996,19.8,5,1,0,34,26,2,53,19,39,0.0,0.0,0,100.0,10.0,23.0,30.3
Marcus Pedersen,NOR,DF,Sassuolo,Serie A,23,2000,17.9,4,0,0,13,9,0,57,10,24,0.0,0.0,0,56.0,9.0,18.0,33.3
Alfonso Pedraza,ESP,DF,Villarreal,La Liga,27,1996,12.4,4,1,0,14,17,4,58,13,9,0.0,0.0,0,54.0,6.0,8.0,42.9
Pedri,ESP,"MF,FW",Barcelona,La Liga,20,2002,16.4,3,0,0,11,22,1,9,14,24,0.0,0.0,0,82.0,3.0,5.0,37.5
Pedro,ESP,"FW,MF",Lazio,Serie A,36,1987,9.1,4,0,0,13,19,4,20,3,12,0.0,0.0,0,49.0,2.0,10.0,16.7
Adrià Pedrosa,ESP,DF,Sevilla,La Liga,25,1998,19.5,1,0,0,6,32,2,111,15,26,0.0,0.0,0,102.0,10.0,21.0,32.3
Jordan Pefok,USA,FW,Gladbach,Bundesliga,27,1996,15.8,2,0,0,35,30,7,0,5,4,1.0,0.0,0,35.0,47.0,45.0,51.1
Jordan Pefok,USA,FW,Union Berlin,Bundesliga,27,1996,0.3,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,2.0,0.0
Dženan Pejčinović,GER,FW,Wolfsburg,Bundesliga,18,2005,0.4,1,0,0,2,0,0,0,0,0,0.0,0.0,0,2.0,1.0,2.0,33.3
Pietro Pellegri,ITA,FW,Torino,Serie A,22,2001,8.4,3,0,0,16,22,6,5,2,1,0.0,0.0,0,22.0,23.0,38.0,37.7
Lorenzo Pellegrini,ITA,MF,Roma,Serie A,27,1996,20.7,7,0,0,26,35,3,76,20,20,1.0,0.0,0,97.0,12.0,17.0,41.4
Luca Pellegrini,ITA,DF,Lazio,Serie A,24,1999,8.7,7,1,1,19,13,0,28,9,13,0.0,0.0,0,50.0,13.0,7.0,65.0
Facundo Pellistri,URU,"FW,MF",Manchester Utd,Premier League,21,2001,1.9,0,0,0,4,6,0,4,1,3,0.0,0.0,0,11.0,6.0,4.0,60.0
Facundo Pellistri,URU,"MF,FW",Granada,La Liga,21,2001,13.7,2,1,1,22,21,5,30,4,19,1.0,0.0,0,57.0,9.0,22.0,29.0
Andy Pelmard,FRA,DF,Clermont Foot,Ligue 1,23,2000,33.2,1,0,0,13,19,0,6,33,38,0.0,2.0,0,170.0,25.0,12.0,67.6
Aurélien Pelon,FRA,DF,Lorient,Ligue 1,19,2004,1.0,1,0,0,1,0,0,0,0,0,0.0,0.0,0,2.0,1.0,0.0,100.0
Faris Pemi Moumbagna,CMR,FW,Marseille,Ligue 1,23,2000,6.1,2,1,1,12,11,4,4,3,1,1.0,0.0,0,17.0,7.0,16.0,30.4
Iñaki Peña,ESP,GK,Barcelona,La Liga,24,1999,10.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,12.0,4.0,0.0,100.0
Marcos Peña,ESP,MF,Almería,La Liga,18,2005,4.9,3,0,0,8,4,0,0,13,14,0.0,0.0,0,26.0,3.0,4.0,42.9
Rubén Peña,ESP,"DF,FW",Osasuna,La Liga,32,1991,23.2,3,0,0,28,24,6,111,30,25,0.0,0.0,0,134.0,14.0,42.0,25.0
Pepín,EQG,"MF,FW",Monza,Serie A,26,1996,2.7,2,0,0,2,6,0,4,0,1,0.0,0.0,0,15.0,0.0,2.0,0.0
Alberto Perea,ESP,"MF,FW",Granada,La Liga,32,1990,0.0,0,0,0,0,2,0,1,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
Andreas Pereira,BRA,MF,Fulham,Premier League,27,1996,29.0,6,0,0,22,27,3,220,4,12,0.0,0.0,0,99.0,13.0,36.0,26.5
Danilo Pereira,POR,DF,Paris S-G,Ligue 1,31,1991,22.2,2,0,0,14,11,1,1,23,12,0.0,2.0,0,128.0,46.0,29.0,61.3
Mathias Pereira Lage,POR,"FW,MF",Brest,Ligue 1,26,1996,13.2,3,0,0,18,22,6,66,10,15,0.0,0.0,0,39.0,30.0,37.0,44.8
Pedro Pereira,POR,DF,Monza,Serie A,25,1998,9.3,3,0,0,11,3,1,37,4,13,0.0,0.0,0,41.0,5.0,6.0,45.5
Daniel Peretz,ISR,GK,Bayern Munich,Bundesliga,23,2000,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Roberto Pereyra,ARG,"FW,MF",Udinese,Serie A,32,1991,20.6,6,0,0,24,32,5,24,7,9,1.0,0.0,0,100.0,4.0,8.0,33.3
Ayoze Pérez,ESP,FW,Betis,La Liga,30,1993,25.5,4,0,0,36,48,11,19,22,32,0.0,0.0,0,121.0,20.0,34.0,37.0
Carles Pérez,ESP,"MF,DF",Celta Vigo,La Liga,25,1998,8.6,3,0,0,15,12,1,17,5,5,0.0,0.0,0,45.0,4.0,13.0,23.5
Francisco Perez,ESP,"MF,FW",Valencia,La Liga,20,2002,22.8,4,0,0,31,23,8,50,14,17,0.0,0.0,0,109.0,6.0,19.0,24.0
Kike Pérez,ESP,"MF,FW",Rayo Vallecano,La Liga,26,1997,9.3,7,0,0,42,34,0,18,8,11,0.0,0.0,0,57.0,11.0,26.0,29.7
Nehuén Pérez,ARG,DF,Udinese,Serie A,23,2000,36.0,9,1,1,34,17,0,19,45,48,0.0,1.0,0,164.0,81.0,44.0,64.8
Matteo Perez Vinlöf,SWE,FW,Bayern Munich,Bundesliga,17,2005,0.2,0,0,0,1,1,0,1,1,0,0.0,0.0,0,1.0,0.0,0.0,0.0
Simone Perilli,ITA,GK,Hellas Verona,Serie A,28,1995,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0
Mattia Perin,ITA,GK,Juventus,Serie A,30,1992,2.5,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0
Samuele Perisan,ITA,GK,Empoli,Serie A,25,1997,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
Ivan Perišić,CRO,FW,Tottenham,Premier League,34,1989,1.1,2,0,0,2,1,0,13,2,2,0.0,0.0,0,3.0,5.0,0.0,100.0
Romain Perraud,FRA,"DF,FW",Nice,Ligue 1,25,1997,4.1,2,0,0,4,8,0,21,6,6,0.0,0.0,0,19.0,6.0,6.0,50.0
Lucas Perrin,FRA,DF,Strasbourg,Ligue 1,24,1998,30.3,3,0,0,34,28,1,5,28,30,1.0,2.0,1,134.0,48.0,34.0,58.5
Máximo Perrone,ARG,MF,Las Palmas,La Liga,20,2003,18.0,6,0,0,27,16,0,0,24,21,0.0,0.0,0,113.0,6.0,28.0,17.6
Pavao Pervan,AUT,GK,Wolfsburg,Bundesliga,35,1987,9.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0,7.0,1.0,0.0,100.0
Matteo Pessina,ITA,MF,Monza,Serie A,26,1997,35.8,5,1,1,28,44,1,19,27,25,0.0,1.0,0,188.0,32.0,33.0,49.2
Andrea Petagna,ITA,FW,Cagliari,Serie A,28,1995,11.1,2,0,0,18,22,2,2,1,2,0.0,1.0,0,25.0,26.0,30.0,46.4
Denis Petrić,SRB,GK,Nantes,Ligue 1,35,1988,0.3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Njegoš Petrović,SRB,"MF,FW",Granada,La Liga,24,1999,1.7,0,0,0,0,1,0,1,1,2,0.0,0.0,0,11.0,2.0,1.0,66.7
Đorđe Petrović,SRB,GK,Chelsea,Premier League,23,1999,22.1,2,0,0,0,1,0,0,0,0,0.0,0.0,0,17.0,5.0,0.0,100.0
Jens Petter Hauge,NOR,"MF,FW",Eint Frankfurt,Bundesliga,23,1999,1.6,0,0,0,1,2,1,2,0,1,0.0,0.0,0,10.0,1.0,3.0,25.0
Germán Pezzella,ARG,DF,Betis,La Liga,32,1991,30.7,7,0,0,22,13,6,2,31,24,0.0,0.0,0,148.0,84.0,39.0,68.3
Giuseppe Pezzella,ITA,DF,Empoli,Serie A,25,1997,12.1,4,0,0,17,17,2,54,2,14,0.0,1.0,0,56.0,13.0,5.0,72.2
Luca Pfeiffer,GER,"FW,MF",Darmstadt 98,Bundesliga,26,1996,18.0,3,0,0,28,27,1,5,2,6,0.0,0.0,0,67.0,54.0,55.0,49.5
Patric Pfeiffer,GER,DF,Augsburg,Bundesliga,23,1999,5.7,0,0,0,7,4,0,1,11,7,0.0,1.0,0,27.0,20.0,12.0,62.5
Maximilian Philipp,GER,"FW,MF",Freiburg,Bundesliga,29,1994,3.6,2,0,0,10,3,0,4,1,5,0.0,0.0,0,11.0,7.0,14.0,33.3
Kalvin Phillips,ENG,MF,West Ham,Premier League,27,1995,3.4,3,1,1,14,5,0,1,4,6,0.0,1.0,0,23.0,7.0,1.0,87.5
Kalvin Phillips,ENG,MF,Manchester City,Premier League,27,1995,1.0,0,0,0,3,2,0,2,2,3,0.0,0.0,0,8.0,0.0,0.0,0.0
Jaden Philogene Bidace,ENG,FW,Aston Villa,Premier League,21,2002,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
Kamil Piątkowski,POL,DF,Granada,La Liga,23,2000,5.6,1,1,0,3,3,0,2,8,10,0.0,0.0,0,23.0,11.0,10.0,52.4
Roberto Piccoli,ITA,FW,Empoli,Serie A,22,2001,0.4,0,0,0,1,1,0,0,0,1,0.0,0.0,0,1.0,1.0,2.0,33.3
Roberto Piccoli,ITA,FW,Lecce,Serie A,22,2001,15.3,5,0,0,28,13,15,6,4,6,0.0,0.0,0,38.0,53.0,84.0,38.7
Florian Pick,GER,"MF,FW",Heidenheim,Bundesliga,27,1995,3.6,2,0,0,6,7,1,32,2,4,0.0,0.0,0,29.0,5.0,5.0,50.0
Jordan Pickford,ENG,GK,Everton,Premier League,29,1994,38.0,5,0,0,1,6,0,0,0,0,0.0,1.0,1,35.0,1.0,0.0,100.0
Amos Pieper,GER,DF,Werder Bremen,Bundesliga,25,1998,6.6,0,0,0,5,5,0,2,9,11,0.0,0.0,0,39.0,26.0,14.0,65.0
Marvin Pieringer,GER,"MF,FW",Heidenheim,Bundesliga,23,1999,16.8,5,0,0,38,30,6,7,12,12,0.0,0.0,0,80.0,60.0,56.0,51.7
Santiago Pierotti,ARG,"MF,FW",Lecce,Serie A,22,2001,2.2,0,0,0,13,3,0,4,1,8,0.0,0.0,0,8.0,2.0,9.0,18.2
Niccolò Pierozzi,ITA,DF,Salernitana,Serie A,21,2001,9.7,6,0,0,28,10,0,6,11,11,1.0,0.0,0,36.0,17.0,9.0,65.4
Ronaël Pierre-Gabriel,FRA,DF,Nantes,Ligue 1,25,1998,6.6,3,0,0,4,4,0,9,8,9,0.0,0.0,0,22.0,9.0,5.0,64.3
Andrea Pinamonti,ITA,FW,Sassuolo,Serie A,24,1999,34.2,4,0,0,22,51,9,10,1,8,1.0,0.0,0,69.0,79.0,159.0,33.2
Ethan Pinnock,JAM,DF,Brentford,Premier League,30,1993,28.0,1,0,0,4,11,0,7,43,23,0.0,0.0,0,131.0,113.0,51.0,68.9
Yeremi Pino,ESP,"MF,FW",Villarreal,La Liga,20,2002,5.3,4,0,0,22,9,3,7,5,18,0.0,0.0,0,29.0,8.0,10.0,44.4
Carlo Pinsoglio,ITA,GK,Juventus,Serie A,33,1990,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
Lorenzo Pirola,ITA,DF,Salernitana,Serie A,21,2002,22.1,4,0,0,33,16,1,2,25,23,0.0,2.0,0,81.0,58.0,35.0,62.4
Niccolò Pisilli,ITA,MF,Roma,Serie A,18,2004,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
Alassane Pléa,FRA,"FW,MF",Gladbach,Bundesliga,30,1993,21.3,1,0,0,15,29,6,44,2,7,1.0,0.0,0,72.0,15.0,27.0,35.7
Tommaso Pobega,ITA,MF,Milan,Serie A,24,1999,3.5,0,0,0,8,7,0,0,6,9,0.0,0.0,0,24.0,2.0,2.0,50.0
Paul Pogba,FRA,MF,Juventus,Serie A,30,1993,0.6,0,0,0,3,1,0,1,1,1,0.0,0.0,0,4.0,1.0,0.0,100.0
Ole Pohlmann,GER,MF,Dortmund,Bundesliga,22,2001,0.6,0,0,0,0,0,0,3,0,0,0.0,0.0,0,3.0,1.0,0.0,100.0
Matteo Politano,ITA,FW,Napoli,Serie A,29,1993,26.2,2,1,0,11,38,2,135,15,8,1.0,0.0,0,91.0,3.0,12.0,20.0
Sebastian Polter,GER,FW,Darmstadt 98,Bundesliga,32,1991,5.0,0,0,0,9,10,2,4,0,0,0.0,0.0,0,7.0,20.0,14.0,58.8
Julien Ponceau,FRA,MF,Lorient,Ligue 1,22,2000,24.9,5,0,0,30,34,5,49,19,15,0.0,0.0,0,145.0,10.0,28.0,26.3
Marin Pongračić,CRO,DF,Lecce,Serie A,25,1997,35.8,10,1,1,57,22,0,1,51,30,0.0,0.0,0,183.0,59.0,38.0,60.8
Nick Pope,ENG,GK,Newcastle Utd,Premier League,31,1992,14.9,1,0,0,0,3,0,0,0,0,0.0,0.0,0,13.0,3.0,1.0,75.0
Pedro Porro,ESP,DF,Tottenham,Premier League,23,1999,34.3,3,0,0,37,27,1,198,34,63,0.0,1.0,0,199.0,15.0,14.0,51.7
Portu,ESP,FW,Getafe,La Liga,31,1992,1.1,1,0,0,0,0,1,2,0,3,0.0,0.0,0,4.0,1.0,3.0,25.0
Portu,ESP,"MF,FW",Girona,La Liga,31,1992,13.2,3,0,0,18,16,9,19,4,13,1.0,0.0,0,37.0,7.0,19.0,26.9
Stefan Posch,AUT,DF,Bologna,Serie A,26,1997,26.8,7,0,0,30,13,1,39,18,46,0.0,0.0,0,109.0,34.0,29.0,54.0
Yussuf Poulsen,DEN,FW,RB Leipzig,Bundesliga,29,1994,13.5,0,0,0,22,29,4,4,4,8,1.0,0.0,0,42.0,19.0,34.0,35.8
José Pozo,ESP,MF,Rayo Vallecano,La Liga,27,1996,0.2,0,0,0,1,1,0,0,0,1,0.0,0.0,0,0.0,0.0,1.0,0.0
Alejandro Pozo Pozo,ESP,"DF,MF",Almería,La Liga,24,1999,10.8,3,0,0,16,6,0,41,7,12,0.0,0.0,0,50.0,5.0,9.0,35.7
Beñat Prados,ESP,"MF,DF",Athletic Club,La Liga,22,2001,16.1,1,0,0,29,23,0,10,23,28,0.0,1.0,0,102.0,28.0,30.0,48.3
Matteo Prati,ITA,MF,Cagliari,Serie A,19,2003,21.9,4,0,0,19,6,0,15,15,25,0.0,0.0,0,115.0,9.0,13.0,40.9
Abdón Prats,ESP,"FW,MF",Mallorca,La Liga,30,1992,14.1,4,0,0,18,18,5,8,2,4,0.0,0.0,0,30.0,39.0,60.0,39.4
Sanjin Prcić,BIH,MF,Strasbourg,Ligue 1,29,1993,1.0,0,0,0,0,1,0,0,3,0,0.0,0.0,0,5.0,0.0,0.0,0.0
Grischa Prömel,GER,MF,Hoffenheim,Bundesliga,28,1995,23.8,10,1,1,33,29,1,10,22,18,0.0,0.0,0,127.0,16.0,23.0,41.0
Ivan Provedel,ITA,GK,Lazio,Serie A,29,1994,30.0,0,0,0,0,7,0,0,0,0,0.0,0.0,0,36.0,3.0,0.0,100.0
Pubill,ESP,DF,Almería,La Liga,20,2003,20.9,2,0,0,21,34,0,68,15,23,0.0,0.0,0,93.0,25.0,20.0,55.6
Gustavo Puerta,COL,"DF,MF",Leverkusen,Bundesliga,20,2003,0.5,0,0,0,2,1,0,1,0,3,0.0,0.0,0,4.0,1.0,1.0,50.0
Antonio Puertas,ESP,"MF,FW",Granada,La Liga,31,1992,8.1,3,1,0,21,12,6,20,6,8,1.0,0.0,0,30.0,13.0,23.0,36.1
Arnau Puigmal,ESP,"FW,DF",Almería,La Liga,22,2001,2.8,3,0,0,7,4,0,14,3,1,0.0,1.0,0,16.0,1.0,3.0,25.0
Christian Pulisic,USA,"FW,MF",Milan,Serie A,24,1998,28.9,2,0,0,19,45,4,101,10,26,1.0,0.0,0,100.0,16.0,26.0,38.1
George Pușcaș,ROU,FW,Genoa,Serie A,27,1996,2.1,0,0,0,1,0,0,0,0,0,0.0,0.0,0,9.0,12.0,8.0,60.0
Jarell Quansah,ENG,DF,Liverpool,Premier League,20,2003,13.2,1,0,0,10,2,0,0,17,22,0.0,1.0,0,72.0,45.0,22.0,67.2
Domingos Quina,POR,MF,Udinese,Serie A,23,1999,0.1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,1.0,0.0,1.0,0.0
Adrien Rabiot,FRA,MF,Juventus,Serie A,28,1995,29.5,8,0,0,44,38,6,45,25,39,0.0,0.0,0,150.0,54.0,40.0,57.4
Uroš Račić,SRB,MF,Sassuolo,Serie A,25,1998,9.1,1,0,0,6,12,0,2,7,4,0.0,0.0,0,50.0,12.0,13.0,48.0
Nemanja Radonjić,SRB,"MF,FW",Torino,Serie A,27,1996,4.2,1,0,0,1,5,4,11,0,1,0.0,0.0,0,13.0,0.0,5.0,0.0
Nemanja Radonjić,SRB,"MF,DF",Mallorca,La Liga,27,1996,3.9,0,0,0,1,5,0,20,3,2,0.0,0.0,0,13.0,3.0,1.0,75.0
Aleksandar Radovanović,SRB,DF,Almería,La Liga,29,1993,6.3,2,0,0,7,2,0,0,11,7,0.0,0.0,0,13.0,14.0,9.0,60.9
Ionuț Radu,ROU,GK,Bournemouth,Premier League,26,1997,2.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Boris Radunović,SRB,GK,Cagliari,Serie A,27,1996,7.0,0,0,0,0,2,0,0,1,0,0.0,0.0,0,6.0,1.0,1.0,50.0
Hamza Rafia,TUN,MF,Lecce,Serie A,24,1999,13.4,4,0,0,31,34,2,38,11,31,0.0,0.0,1,70.0,9.0,20.0,31.0
Abdellah Raihani,MAR,FW,Atlético Madrid,La Liga,19,2004,0.1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Antonio Raillo,ESP,DF,Mallorca,La Liga,31,1991,24.4,6,1,1,32,8,3,2,37,23,0.0,0.0,0,107.0,123.0,59.0,67.6
Luca Raimund,GER,"FW,MF",Stuttgart,Bundesliga,18,2005,0.3,1,0,0,2,0,0,1,0,1,0.0,0.0,0,1.0,1.0,1.0,50.0
Predrag Rajković,SRB,GK,Mallorca,La Liga,27,1995,36.0,2,0,0,1,4,0,0,0,1,0.0,0.0,0,42.0,5.0,2.0,71.4
Jesurun Rak Sakyi,ENG,"MF,FW",Crystal Palace,Premier League,20,2002,1.5,0,0,0,1,5,0,3,3,1,0.0,0.0,0,6.0,2.0,1.0,66.7
Ivan Rakitić,CRO,MF,Sevilla,La Liga,35,1988,15.8,6,0,0,16,19,1,131,14,16,0.0,0.0,0,117.0,12.0,13.0,48.0
Ylber Ramadani,ALB,MF,Lecce,Serie A,27,1996,33.0,13,0,0,42,37,0,14,44,41,0.0,1.0,0,225.0,29.0,27.0,51.8
Largie Ramazani,BEL,"FW,MF",Almería,La Liga,22,2001,17.3,11,2,2,27,24,9,32,34,7,1.0,0.0,0,81.0,5.0,25.0,16.7
Benito Ramírez,ESP,"FW,MF",Las Palmas,La Liga,28,1995,4.3,0,0,0,4,4,2,33,3,3,0.0,0.0,0,22.0,2.0,11.0,15.4
Sandro Ramírez,ESP,FW,Las Palmas,La Liga,28,1995,20.1,3,0,0,20,36,16,89,4,8,1.0,0.0,0,60.0,7.0,11.0,38.9
Chris Ramos,ESP,"FW,MF",Cádiz,La Liga,26,1997,29.0,5,0,0,61,46,12,12,9,15,2.0,0.0,0,60.0,172.0,164.0,51.2
Gonçalo Ramos,POR,FW,Paris S-G,Ligue 1,22,2001,15.8,1,0,0,19,22,3,3,5,15,2.0,0.0,0,44.0,30.0,23.0,56.6
Sergio Ramos,ESP,DF,Sevilla,La Liga,37,1986,28.0,7,1,0,27,22,9,2,41,30,0.0,1.0,1,143.0,80.0,41.0,66.1
Aaron Ramsdale,ENG,GK,Arsenal,Premier League,25,1998,6.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,6.0,0.0,0.0,0.0
Aaron Ramsey,ENG,"MF,FW",Burnley,Premier League,20,2003,5.9,1,0,0,7,3,1,2,1,14,0.0,1.0,0,24.0,4.0,5.0,44.4
Jacob Ramsey,ENG,"FW,MF",Aston Villa,Premier League,22,2001,9.5,2,0,0,7,12,0,11,3,8,0.0,0.0,0,42.0,5.0,3.0,62.5
Luca Ranieri,ITA,DF,Fiorentina,Serie A,24,1999,22.9,14,0,0,32,11,1,13,29,10,0.0,0.0,0,99.0,40.0,38.0,51.3
Filippo Ranocchia,ITA,"MF,DF",Empoli,Serie A,22,2001,5.3,3,0,0,11,8,0,10,3,11,0.0,0.0,0,16.0,6.0,4.0,60.0
Grant Ranos,ARM,"MF,FW",Gladbach,Bundesliga,20,2003,0.5,0,0,0,0,0,1,1,0,0,0.0,0.0,0,5.0,1.0,5.0,16.7
Raphinha,BRA,"FW,MF",Barcelona,La Liga,26,1996,15.2,4,1,0,17,25,7,82,13,8,1.0,0.0,0,74.0,9.0,5.0,64.3
Nicolai Rapp,GER,DF,Werder Bremen,Bundesliga,26,1996,0.8,1,0,0,2,0,0,0,2,2,0.0,0.0,0,10.0,1.0,0.0,100.0
Elba Rashani,KVX,"MF,FW",Clermont Foot,Ligue 1,30,1993,13.1,4,2,0,27,29,3,28,12,18,1.0,0.0,0,58.0,24.0,18.0,57.1
Marcus Rashford,ENG,FW,Manchester Utd,Premier League,25,1997,25.2,2,0,0,13,21,12,35,4,12,1.0,0.0,0,81.0,15.0,26.0,36.6
Giacomo Raspadori,ITA,"FW,MF",Napoli,Serie A,23,2000,17.6,0,0,0,17,19,5,65,3,10,0.0,0.0,0,53.0,7.0,18.0,28.0
Andrei Ratiu,ROU,"DF,MF",Rayo Vallecano,La Liga,25,1998,7.0,1,0,0,2,4,0,18,0,4,0.0,0.0,0,39.0,6.0,7.0,46.2
Raúl,ESP,FW,Osasuna,La Liga,22,2000,15.1,4,0,0,13,12,9,6,5,4,0.0,0.0,0,28.0,50.0,69.0,42.0
David Raum,GER,DF,RB Leipzig,Bundesliga,25,1998,30.4,6,0,0,28,12,4,306,27,35,0.0,0.0,0,169.0,27.0,20.0,57.4
Federico Ravaglia,ITA,GK,Bologna,Serie A,23,1999,5.9,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4.0,1.0,0.0,100.0
David Raya,ESP,GK,Arsenal,Premier League,27,1995,32.0,2,0,0,0,4,0,0,0,1,0.0,0.0,0,38.0,5.0,1.0,83.3
Tim Ream,USA,DF,Fulham,Premier League,35,1987,16.7,4,1,1,8,6,1,1,25,9,0.0,2.0,0,79.0,25.0,19.0,56.8
Abderrahman Rebbach,ALG,"FW,MF",Alavés,La Liga,24,1998,8.0,1,0,0,13,10,3,63,3,5,0.0,0.0,0,31.0,7.0,13.0,35.0
Nathan Redmond,ENG,"FW,MF",Burnley,Premier League,29,1994,1.6,1,0,0,4,2,2,3,0,1,0.0,0.0,0,6.0,1.0,1.0,50.0
Harrison Reed,ENG,MF,Fulham,Premier League,28,1995,14.7,6,0,0,26,10,0,19,11,18,0.0,0.0,0,72.0,9.0,13.0,40.9
Sergio Reguilón,ESP,DF,Manchester Utd,Premier League,26,1996,4.6,3,0,0,4,11,3,29,5,8,0.0,0.0,0,21.0,5.0,9.0,35.7
Sergio Reguilón,ESP,DF,Brentford,Premier League,26,1996,12.4,4,1,0,10,15,1,72,16,20,0.0,1.0,0,75.0,14.0,20.0,41.2
Bobby Reid,JAM,FW,Fulham,Premier League,30,1993,15.8,4,0,0,16,25,4,35,5,14,0.0,0.0,0,60.0,13.0,24.0,35.1
Tijjani Reijnders,NED,MF,Milan,Serie A,25,1998,31.3,8,0,0,21,20,1,39,18,25,0.0,0.0,0,136.0,8.0,18.0,30.8
Pepe Reina,ESP,GK,Villarreal,La Liga,40,1982,2.0,2,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0
Reinier,BRA,"MF,FW",Frosinone,Serie A,21,2002,11.8,3,0,0,17,9,1,13,10,10,0.0,0.0,0,54.0,9.0,18.0,33.3
Rocco Reitz,GER,MF,Gladbach,Bundesliga,21,2002,23.7,2,0,0,26,45,2,15,44,36,0.0,0.0,0,171.0,13.0,26.0,33.3
Álex Remiro,ESP,GK,Real Sociedad,La Liga,28,1995,36.4,3,1,0,1,4,0,0,0,0,0.0,0.0,0,60.0,6.0,0.0,100.0
Guillaume Restes,FRA,GK,Toulouse,Ligue 1,18,2005,34.0,3,0,0,1,11,0,0,0,0,0.0,1.0,0,42.0,2.0,0.0,100.0
Mateo Retegui,ITA,FW,Genoa,Serie A,24,1999,24.6,5,0,0,36,25,4,20,0,9,0.0,0.0,0,58.0,60.0,61.0,49.6
Marco Reus,GER,"MF,FW",Dortmund,Bundesliga,34,1989,17.8,2,0,0,21,21,4,32,5,25,0.0,0.0,0,58.0,13.0,18.0,41.9
Elvis Rexhbeçaj,GER,MF,Augsburg,Bundesliga,25,1997,22.1,4,0,0,20,42,2,21,20,19,0.0,0.0,0,125.0,27.0,26.0,50.9
