player,nationality,position,team,comp_level,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense
Eric Maxim Choupo-Moting,CMR,"MF,FW",Bayern Munich,Bundesliga,34,1989,8.0,34.0,4.26,26.0,0.0,2.0,5.0,1.0,0.0,5.0,0.63,3.0,0.0,0.0,2.0,0.0,0.0
Luís Maximiano,POR,GK,Almería,La Liga,24,1999,33.0,4.0,0.12,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0
Noam Mayoka-Tika,BEL,MF,Marseille,Ligue 1,19,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Borja Mayoral,ESP,FW,Getafe,La Liga,26,1997,23.9,54.0,2.26,43.0,0.0,7.0,1.0,3.0,0.0,6.0,0.25,2.0,0.0,3.0,0.0,1.0,0.0
Senny Mayulu,FRA,"FW,MF",Paris S-G,Ligue 1,17,2006,3.6,9.0,2.5,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.28,1.0,0.0,0.0,0.0,0.0,0.0
Youssef Maziz,FRA,"FW,MF",Metz,Ligue 1,25,1998,1.4,6.0,4.35,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noussair Mazraoui,MAR,DF,Bayern Munich,Bundesliga,25,1997,13.3,36.0,2.71,30.0,1.0,2.0,1.0,0.0,2.0,7.0,0.53,7.0,0.0,0.0,0.0,0.0,0.0
Luca Mazzitelli,ITA,MF,Frosinone,Serie A,27,1995,24.6,47.0,1.91,30.0,8.0,6.0,1.0,2.0,0.0,3.0,0.12,1.0,0.0,0.0,1.0,1.0,0.0
Pasquale Mazzocchi,ITA,DF,Salernitana,Serie A,28,1995,14.1,30.0,2.12,26.0,1.0,0.0,2.0,1.0,0.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0
Pasquale Mazzocchi,ITA,DF,Napoli,Serie A,28,1995,4.8,7.0,1.48,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0
Kevin Mbabu,SUI,DF,Augsburg,Bundesliga,28,1995,22.7,57.0,2.51,44.0,7.0,4.0,0.0,2.0,0.0,4.0,0.18,3.0,1.0,0.0,0.0,0.0,0.0
Noah Mbamba,BEL,MF,Leverkusen,Bundesliga,18,2005,0.2,1.0,5.63,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.63,1.0,0.0,0.0,0.0,0.0,0.0
Ethan Mbappé,FRA,"MF,DF",Paris S-G,Ligue 1,16,2006,0.5,1.0,1.87,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.87,1.0,0.0,0.0,0.0,0.0,0.0
Kylian Mbappé,FRA,FW,Paris S-G,Ligue 1,24,1998,24.0,97.0,4.04,68.0,0.0,20.0,3.0,6.0,0.0,19.0,0.79,11.0,0.0,4.0,1.0,3.0,0.0
Malick Mbaye,SEN,"MF,FW",Metz,Ligue 1,19,2004,1.7,3.0,1.76,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mamadou Mbaye,SEN,DF,Cádiz,La Liga,25,1998,3.2,1.0,0.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chancel Mbemba,COD,DF,Marseille,Ligue 1,28,1994,24.5,20.0,0.82,17.0,0.0,1.0,2.0,0.0,0.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
Nolan Mbemba,CGO,MF,Le Havre,Ligue 1,28,1995,0.2,1.0,4.09,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.09,1.0,0.0,0.0,0.0,0.0,0.0
Bryan Mbeumo,CMR,FW,Brentford,Premier League,23,1999,21.8,82.0,3.77,45.0,23.0,2.0,5.0,7.0,0.0,10.0,0.46,9.0,1.0,0.0,0.0,0.0,0.0
Christ Mbondi,FRA,FW,Reims,Ligue 1,18,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordi Mboula,ESP,"FW,MF",Hellas Verona,Serie A,24,1999,3.4,5.0,1.47,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.59,1.0,0.0,1.0,0.0,0.0,0.0
Nathanael Mbuku,FRA,FW,Augsburg,Bundesliga,21,2002,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Mcatee,ENG,"MF,FW",Sheffield Utd,Premier League,20,2002,20.2,60.0,2.97,45.0,4.0,5.0,4.0,2.0,0.0,3.0,0.15,3.0,0.0,0.0,0.0,0.0,0.0
James Mcatee,ENG,MF,Manchester City,Premier League,20,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver McBurnie,SCO,FW,Sheffield Utd,Premier League,27,1996,14.2,29.0,2.04,24.0,0.0,0.0,2.0,3.0,0.0,7.0,0.49,6.0,0.0,0.0,0.0,1.0,0.0
James McConnell,ENG,MF,Liverpool,Premier League,18,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John McGinn,SCO,"MF,FW",Aston Villa,Premier League,28,1994,33.3,106.0,3.18,88.0,9.0,6.0,2.0,1.0,0.0,14.0,0.42,11.0,1.0,2.0,0.0,0.0,0.0
Scott McKenna,SCO,DF,Nott'ham Forest,Premier League,26,1996,4.6,2.0,0.43,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weston McKennie,USA,"MF,DF",Juventus,Serie A,24,1998,28.8,82.0,2.84,64.0,9.0,2.0,2.0,3.0,2.0,9.0,0.31,8.0,0.0,0.0,1.0,0.0,0.0
Dwight McNeil,ENG,"MF,FW",Everton,Premier League,23,1999,32.1,130.0,4.05,77.0,33.0,5.0,6.0,6.0,3.0,9.0,0.28,3.0,4.0,0.0,1.0,1.0,0.0
Scott McTominay,SCO,"MF,FW",Manchester Utd,Premier League,26,1996,21.1,26.0,1.23,18.0,0.0,1.0,4.0,1.0,2.0,2.0,0.09,1.0,0.0,0.0,0.0,0.0,1.0
Facundo Medina,ARG,DF,Lens,Ligue 1,24,1999,30.2,63.0,2.09,54.0,0.0,3.0,4.0,1.0,1.0,7.0,0.23,6.0,0.0,0.0,1.0,0.0,0.0
Ben Mee,ENG,DF,Brentford,Premier League,33,1989,14.1,14.0,0.99,11.0,1.0,0.0,2.0,0.0,0.0,1.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0
Marvin Mehlem,GER,MF,Darmstadt 98,Bundesliga,25,1997,16.5,51.0,3.11,39.0,1.0,1.0,2.0,7.0,1.0,4.0,0.24,4.0,0.0,0.0,0.0,0.0,0.0
Bamo Meïté,CIV,DF,Marseille,Ligue 1,21,2001,7.1,6.0,0.85,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bamo Meïté,CIV,DF,Lorient,Ligue 1,21,2001,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannibal Mejbri,TUN,"MF,FW",Manchester Utd,Premier League,20,2003,1.5,6.0,4.06,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannibal Mejbri,TUN,MF,Sevilla,La Liga,20,2003,1.2,7.0,6.06,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Óscar Melendo,ESP,"MF,FW",Granada,La Liga,25,1997,12.5,18.0,1.44,15.0,2.0,0.0,0.0,1.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0
Gonzalo Melero,ESP,"MF,FW",Almería,La Liga,29,1994,12.3,35.0,2.86,27.0,1.0,1.0,1.0,4.0,1.0,3.0,0.24,1.0,0.0,1.0,1.0,0.0,0.0
Birger Meling,NOR,DF,Rennes,Ligue 1,28,1994,0.2,1.0,5.29,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.29,0.0,0.0,0.0,1.0,0.0,0.0
Arthur Melo,BRA,MF,Fiorentina,Serie A,26,1996,22.1,72.0,3.27,59.0,6.0,2.0,0.0,2.0,3.0,11.0,0.5,8.0,0.0,1.0,0.0,1.0,1.0
Memphis,NED,FW,Atlético Madrid,La Liga,29,1994,9.9,37.0,3.73,21.0,3.0,7.0,4.0,2.0,0.0,3.0,0.3,2.0,0.0,0.0,0.0,1.0,0.0
Houboulang Mendes,GNB,DF,Almería,La Liga,25,1998,4.4,4.0,0.91,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuno Mendes,POR,DF,Paris S-G,Ligue 1,21,2002,3.0,7.0,2.36,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.67,2.0,0.0,0.0,0.0,0.0,0.0
Tomás Mendes,ESP,MF,Alavés,La Liga,18,2004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brais Méndez,ESP,"MF,FW",Real Sociedad,La Liga,26,1997,26.8,101.0,3.77,57.0,20.0,5.0,10.0,7.0,2.0,16.0,0.6,10.0,0.0,3.0,1.0,2.0,0.0
Bruno Méndez,URU,DF,Granada,La Liga,23,1999,14.8,13.0,0.88,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Méndez,ESP,MF,Rayo Vallecano,La Liga,19,2003,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leonardo Mendicino,ITA,MF,Atalanta,Serie A,17,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antoine Mendy,FRA,DF,Nice,Ligue 1,19,2004,4.6,7.0,1.51,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.22,0.0,1.0,0.0,0.0,0.0,0.0
Benjamin Mendy,FRA,DF,Lorient,Ligue 1,29,1994,7.9,23.0,2.91,15.0,5.0,1.0,2.0,0.0,0.0,2.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0
Ferland Mendy,FRA,DF,Real Madrid,La Liga,28,1995,19.1,31.0,1.62,27.0,2.0,1.0,1.0,0.0,0.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0
Formose Mendy,SEN,DF,Lorient,Ligue 1,22,2001,14.0,10.0,0.72,8.0,0.0,0.0,1.0,0.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
Nampalys Mendy,SEN,MF,Lens,Ligue 1,31,1992,11.7,23.0,1.97,19.0,0.0,1.0,1.0,0.0,2.0,5.0,0.43,3.0,0.0,0.0,1.0,0.0,1.0
Teden Mengi,ENG,DF,Luton Town,Premier League,21,2002,27.4,14.0,0.51,11.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Mepham,WAL,DF,Bournemouth,Premier League,25,1997,6.9,11.0,1.6,8.0,1.0,0.0,0.0,0.0,2.0,2.0,0.29,2.0,0.0,0.0,0.0,0.0,0.0
Jorge Meré,ESP,DF,Cádiz,La Liga,26,1997,7.5,2.0,0.27,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0
Alex Meret,ITA,GK,Napoli,Serie A,26,1997,30.8,5.0,0.16,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikel Merino,ESP,MF,Real Sociedad,La Liga,27,1996,27.6,65.0,2.36,51.0,0.0,0.0,5.0,7.0,2.0,8.0,0.29,6.0,0.0,0.0,0.0,1.0,1.0
Quentin Merlin,FRA,DF,Marseille,Ligue 1,21,2002,7.8,23.0,2.95,13.0,7.0,1.0,2.0,0.0,0.0,2.0,0.26,2.0,0.0,0.0,0.0,0.0,0.0
Quentin Merlin,FRA,DF,Nantes,Ligue 1,21,2002,14.3,44.0,3.09,36.0,4.0,0.0,3.0,0.0,1.0,5.0,0.35,3.0,1.0,0.0,1.0,0.0,0.0
Junior Messias,BRA,"MF,DF",Genoa,Serie A,32,1991,11.7,42.0,3.59,26.0,4.0,2.0,4.0,6.0,0.0,5.0,0.43,3.0,0.0,0.0,1.0,1.0,0.0
Thomas Meunier,BEL,DF,Dortmund,Bundesliga,31,1991,6.5,11.0,1.69,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bastien Meupiyou,FRA,DF,Nantes,Ligue 1,17,2006,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Meyer,GER,GK,Dortmund,Bundesliga,32,1991,7.7,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omenuke Mfulu,COD,"MF,FW",Las Palmas,La Liga,29,1994,0.9,2.0,2.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Michel,FRA,FW,Monaco,Ligue 1,19,2004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sven Michel,GER,"FW,MF",Augsburg,Bundesliga,33,1990,6.5,16.0,2.47,13.0,0.0,1.0,1.0,0.0,1.0,3.0,0.46,3.0,0.0,0.0,0.0,0.0,0.0
Miguel,ESP,"FW,MF",Alavés,La Liga,23,1999,0.7,1.0,1.38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georges Mikautadze,GEO,FW,Metz,Ligue 1,22,2000,19.4,58.0,2.99,31.0,3.0,12.0,6.0,6.0,0.0,8.0,0.41,4.0,0.0,4.0,0.0,0.0,0.0
Nikola Milenković,SRB,DF,Fiorentina,Serie A,25,1997,27.9,23.0,0.82,18.0,1.0,0.0,2.0,2.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
Lewis Miley,ENG,MF,Newcastle Utd,Premier League,17,2006,13.4,31.0,2.32,24.0,0.0,2.0,3.0,0.0,2.0,5.0,0.37,4.0,0.0,0.0,0.0,0.0,1.0
Arkadiusz Milik,POL,FW,Juventus,Serie A,29,1994,10.2,37.0,3.62,24.0,0.0,1.0,7.0,4.0,1.0,6.0,0.59,2.0,0.0,0.0,3.0,0.0,1.0
Vanja Milinković-Savić,SRB,GK,Torino,Serie A,26,1997,36.0,5.0,0.14,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Éder Militão,BRA,DF,Real Madrid,La Liga,25,1998,5.5,2.0,0.36,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0
Luis Milla,ESP,MF,Getafe,La Liga,28,1994,23.5,76.0,3.23,42.0,27.0,0.0,1.0,2.0,4.0,5.0,0.21,2.0,3.0,0.0,0.0,0.0,0.0
Enzo Millot,FRA,"MF,FW",Stuttgart,Bundesliga,21,2002,24.9,82.0,3.29,63.0,1.0,8.0,5.0,4.0,1.0,11.0,0.44,7.0,0.0,2.0,1.0,1.0,0.0
James Milner,ENG,"DF,MF",Brighton,Premier League,37,1986,8.6,24.0,2.79,20.0,4.0,0.0,0.0,0.0,0.0,2.0,0.23,0.0,2.0,0.0,0.0,0.0,0.0
Jovan Milošević,SRB,"FW,MF",Stuttgart,Bundesliga,18,2005,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marko Milovanović,SRB,"FW,MF",Almería,La Liga,19,2003,3.4,5.0,1.46,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim Min-jae,KOR,DF,Bayern Munich,Bundesliga,26,1996,21.9,26.0,1.19,24.0,1.0,0.0,0.0,0.0,1.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,0.0
Yerry Mina,COL,"DF,MF",Fiorentina,Serie A,28,1994,0.5,1.0,2.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yerry Mina,COL,DF,Cagliari,Serie A,28,1994,13.5,6.0,0.44,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0
Takumi Minamino,JPN,MF,Monaco,Ligue 1,28,1995,23.5,74.0,3.15,56.0,3.0,2.0,5.0,6.0,2.0,12.0,0.51,10.0,0.0,0.0,1.0,1.0,0.0
Lucas Mincarelli,FRA,"DF,MF",Montpellier,Ligue 1,19,2004,10.9,11.0,1.01,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0
Tyrone Mings,ENG,DF,Aston Villa,Premier League,30,1993,0.3,2.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Óscar Mingueza,ESP,"DF,MF",Celta Vigo,La Liga,24,1999,33.3,106.0,3.18,83.0,14.0,2.0,1.0,5.0,1.0,11.0,0.33,10.0,0.0,0.0,0.0,1.0,0.0
Ignasi Miquel,ESP,DF,Granada,La Liga,30,1992,33.2,28.0,0.84,23.0,0.0,0.0,4.0,1.0,0.0,1.0,0.03,0.0,0.0,0.0,1.0,0.0,0.0
Rafa Mir,ESP,"FW,MF",Sevilla,La Liga,26,1997,4.3,13.0,2.99,7.0,0.0,2.0,3.0,1.0,0.0,2.0,0.46,0.0,0.0,2.0,0.0,0.0,0.0
Ignacio Miramon,ARG,MF,Lille,Ligue 1,20,2003,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksei Miranchuk,RUS,"MF,FW",Atalanta,Serie A,27,1995,13.1,81.0,6.19,56.0,16.0,2.0,4.0,3.0,0.0,10.0,0.76,6.0,2.0,0.0,2.0,0.0,0.0
Juan Miranda,ESP,DF,Betis,La Liga,23,2000,20.6,45.0,2.18,35.0,6.0,1.0,1.0,2.0,0.0,3.0,0.15,3.0,0.0,0.0,0.0,0.0,0.0
Kevin Miranda,ITA,DF,Sassuolo,Serie A,20,2003,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Mirante,ITA,GK,Milan,Serie A,40,1983,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabio Miretti,ITA,MF,Juventus,Serie A,19,2003,12.3,53.0,4.33,31.0,7.0,6.0,2.0,4.0,3.0,4.0,0.33,2.0,0.0,0.0,0.0,2.0,0.0
Filippo Missori,ITA,DF,Sassuolo,Serie A,19,2004,3.0,3.0,1.02,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyrick Mitchell,ENG,"DF,MF",Crystal Palace,Premier League,23,1999,35.6,47.0,1.32,40.0,2.0,1.0,2.0,1.0,1.0,4.0,0.11,4.0,0.0,0.0,0.0,0.0,0.0
Kaoru Mitoma,JPN,FW,Brighton,Premier League,26,1997,16.5,62.0,3.76,47.0,0.0,10.0,3.0,2.0,0.0,10.0,0.61,6.0,0.0,3.0,1.0,0.0,0.0
Aleksandar Mitrović,SRB,FW,Fulham,Premier League,28,1994,0.4,2.0,5.45,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.73,1.0,0.0,0.0,0.0,0.0,0.0
Stefan Mitrović,SRB,"FW,MF",Hellas Verona,Serie A,20,2002,4.3,7.0,1.61,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stefan Mitrović,SRB,DF,Getafe,La Liga,33,1990,7.8,4.0,0.52,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maximilian Mittelstädt,GER,DF,Stuttgart,Bundesliga,26,1997,23.4,62.0,2.65,53.0,5.0,0.0,3.0,0.0,1.0,8.0,0.34,8.0,0.0,0.0,0.0,0.0,0.0
Henrikh Mkhitaryan,ARM,MF,Inter,Serie A,34,1989,30.9,116.0,3.75,102.0,1.0,1.0,2.0,6.0,4.0,18.0,0.58,16.0,0.0,0.0,0.0,1.0,1.0
Marko Mladenović,SRB,MF,Eint Frankfurt,Bundesliga,18,2005,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakub Moder,POL,"MF,DF",Brighton,Premier League,24,1999,6.9,13.0,1.89,11.0,0.0,1.0,1.0,0.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0
Luka Modrić,CRO,MF,Real Madrid,La Liga,37,1985,18.8,105.0,5.6,74.0,21.0,2.0,4.0,2.0,2.0,13.0,0.69,12.0,1.0,0.0,0.0,0.0,0.0
Terem Moffi,NGA,FW,Nice,Ligue 1,24,1999,21.7,44.0,2.03,32.0,0.0,6.0,2.0,3.0,1.0,5.0,0.23,4.0,0.0,1.0,0.0,0.0,0.0
Mostafa Mohamed,EGY,FW,Nantes,Ligue 1,25,1997,22.2,48.0,2.16,28.0,1.0,4.0,12.0,2.0,1.0,5.0,0.22,3.0,0.0,0.0,0.0,1.0,1.0
Dion Moise Sahi,CIV,"MF,FW",Strasbourg,Ligue 1,21,2001,7.0,11.0,1.57,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0
Johan Mojica,COL,DF,Osasuna,La Liga,30,1992,22.7,47.0,2.07,41.0,0.0,1.0,3.0,1.0,1.0,5.0,0.22,2.0,0.0,1.0,1.0,1.0,0.0
Alberto Moleiro,ESP,"FW,MF",Las Palmas,La Liga,19,2003,20.0,67.0,3.34,53.0,1.0,10.0,0.0,3.0,0.0,5.0,0.25,5.0,0.0,0.0,0.0,0.0,0.0
Nahuel Molina,ARG,DF,Atlético Madrid,La Liga,25,1998,20.6,53.0,2.58,42.0,7.0,1.0,0.0,2.0,1.0,5.0,0.24,5.0,0.0,0.0,0.0,0.0,0.0
Florent Mollet,FRA,"MF,FW",Nantes,Ligue 1,31,1991,23.1,66.0,2.85,39.0,17.0,3.0,6.0,1.0,0.0,5.0,0.22,2.0,2.0,0.0,0.0,1.0,0.0
Jon Moncayola,ESP,MF,Osasuna,La Liga,25,1998,20.0,54.0,2.7,36.0,13.0,0.0,1.0,2.0,2.0,9.0,0.45,7.0,2.0,0.0,0.0,0.0,0.0
Enzo Mongo,FRA,DF,Nantes,Ligue 1,18,2005,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ilario Monterisi,ITA,DF,Frosinone,Serie A,21,2001,16.3,14.0,0.86,11.0,1.0,0.0,0.0,1.0,1.0,5.0,0.31,2.0,1.0,0.0,0.0,1.0,1.0
César Montes,MEX,DF,Almería,La Liga,26,1997,19.9,18.0,0.91,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gonzalo Montiel,ARG,DF,Nott'ham Forest,Premier League,26,1997,8.9,15.0,1.69,14.0,0.0,0.0,1.0,0.0,0.0,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0
Lorenzo Montipò,ITA,GK,Hellas Verona,Serie A,27,1996,37.0,8.0,0.22,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Kieffer Moore,WAL,"FW,MF",Bournemouth,Premier League,30,1992,1.2,5.0,4.17,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikey Moore,ENG,MF,Tottenham,Premier League,15,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Álvaro Morata,ESP,FW,Atlético Madrid,La Liga,30,1992,21.2,40.0,1.89,25.0,0.0,6.0,4.0,5.0,0.0,10.0,0.47,5.0,0.0,4.0,0.0,1.0,0.0
Diego Moreira,POR,"FW,MF",Lyon,Ligue 1,18,2004,3.0,4.0,1.34,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberto Moreno,ESP,DF,Villarreal,La Liga,31,1992,16.5,36.0,2.18,27.0,2.0,0.0,3.0,4.0,0.0,8.0,0.49,5.0,1.0,0.0,1.0,1.0,0.0
Álex Moreno,ESP,DF,Aston Villa,Premier League,30,1993,11.5,22.0,1.92,19.0,0.0,2.0,1.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0
Gerard Moreno,ESP,FW,Villarreal,La Liga,31,1992,24.6,100.0,4.07,83.0,0.0,7.0,7.0,2.0,1.0,11.0,0.45,9.0,0.0,0.0,2.0,0.0,0.0
Jorge Moreno,ESP,DF,Osasuna,La Liga,22,2001,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateu Morey,ESP,DF,Dortmund,Bundesliga,23,2000,1.2,5.0,4.09,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.82,1.0,0.0,0.0,0.0,0.0,0.0
Ilaix Moriba,GUI,"MF,FW",Getafe,La Liga,20,2003,6.7,18.0,2.68,8.0,0.0,0.0,1.0,7.0,2.0,3.0,0.45,2.0,0.0,0.0,1.0,0.0,0.0
Manu Morlanes,ESP,MF,Mallorca,La Liga,24,1999,17.9,48.0,2.67,39.0,1.0,4.0,0.0,3.0,1.0,4.0,0.22,3.0,1.0,0.0,0.0,0.0,0.0
Nikola Moro,CRO,MF,Bologna,Serie A,25,1998,9.3,22.0,2.35,16.0,1.0,2.0,0.0,1.0,2.0,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0
Carlton Morris,ENG,"FW,MF",Luton Town,Premier League,27,1995,31.8,71.0,2.23,49.0,0.0,5.0,10.0,6.0,1.0,8.0,0.25,4.0,0.0,0.0,3.0,1.0,0.0
Cristhian Mosquera,COL,DF,Valencia,La Liga,19,2004,34.2,16.0,0.47,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yerson Mosquera,COL,DF,Villarreal,La Liga,22,2001,13.7,18.0,1.32,15.0,0.0,0.0,0.0,3.0,0.0,3.0,0.22,3.0,0.0,0.0,0.0,0.0,0.0
Dany Mota,POR,"FW,MF",Monza,Serie A,25,1998,22.8,71.0,3.12,49.0,14.0,0.0,2.0,6.0,0.0,8.0,0.35,5.0,0.0,0.0,0.0,3.0,0.0
