player,nationality,position,team,comp_level,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
Rodrigo Ribeiro,POR,"MF,FW",Nott'ham Forest,Premier League,18,2005,0.2,12.0,0.0,1.0,4.0,7.0,2.0,12.0,1.0,0.0,0.0,1.0,100.0,7.0,59.0,43.0,2.0,1.0,0.0,0.0,1.0,8.0,1.0
Samuele Ricci,ITA,MF,Torino,Serie A,21,2001,26.6,1516.0,41.0,235.0,929.0,363.0,28.0,1516.0,29.0,9.0,31.0,18.0,62.1,944.0,5327.0,2405.0,47.0,35.0,7.0,20.0,12.0,1050.0,73.0
Declan Rice,ENG,MF,Arsenal,Premier League,24,1999,35.8,2650.0,100.0,581.0,1398.0,696.0,67.0,2650.0,46.0,21.0,45.7,20.0,43.5,1675.0,10194.0,5139.0,75.0,70.0,16.0,31.0,22.0,1928.0,64.0
Chris Richards,USA,"DF,MF",Crystal Palace,Premier League,23,2000,23.3,1195.0,157.0,557.0,568.0,77.0,21.0,1195.0,1.0,1.0,100.0,0.0,0.0,574.0,2313.0,890.0,1.0,6.0,0.0,7.0,4.0,678.0,1.0
Amir Richardson,MAR,MF,Reims,Ligue 1,21,2002,15.0,855.0,45.0,166.0,487.0,214.0,20.0,855.0,26.0,8.0,30.8,18.0,69.2,593.0,3703.0,1511.0,28.0,28.0,3.0,23.0,21.0,563.0,40.0
Richarlison,BRA,FW,Tottenham,Premier League,26,1997,16.6,652.0,33.0,88.0,248.0,322.0,121.0,652.0,37.0,10.0,27.0,23.0,62.2,394.0,1656.0,712.0,26.0,11.0,17.0,53.0,40.0,459.0,106.0
Marco Richter,GER,"MF,FW",Mainz 05,Bundesliga,25,1997,8.0,426.0,3.0,42.0,175.0,214.0,37.0,426.0,37.0,16.0,43.2,18.0,48.6,239.0,1411.0,651.0,20.0,11.0,9.0,31.0,12.0,296.0,53.0
Diego Rico,ESP,DF,Getafe,La Liga,30,1993,28.2,1809.0,80.0,458.0,900.0,467.0,6.0,1809.0,33.0,11.0,33.3,20.0,60.6,758.0,3025.0,1419.0,28.0,36.0,1.0,33.0,20.0,840.0,79.0
Clemens Riedel,GER,DF,Darmstadt 98,Bundesliga,20,2003,8.4,667.0,49.0,261.0,339.0,73.0,6.0,667.0,8.0,4.0,50.0,4.0,50.0,424.0,2084.0,1146.0,4.0,10.0,0.0,3.0,2.0,460.0,27.0
Fabian Rieder,SUI,MF,Rennes,Ligue 1,21,2002,4.1,255.0,6.0,25.0,159.0,76.0,7.0,255.0,5.0,2.0,40.0,3.0,60.0,191.0,989.0,396.0,10.0,6.0,1.0,8.0,3.0,172.0,18.0
Jaïro Riedewald,NED,"MF,FW",Crystal Palace,Premier League,26,1996,2.6,138.0,3.0,23.0,79.0,37.0,6.0,138.0,3.0,1.0,33.3,2.0,66.7,63.0,243.0,79.0,3.0,0.0,2.0,4.0,2.0,84.0,3.0
Manuel Riemann,GER,GK,Bochum,Bundesliga,34,1988,33.0,1820.0,1045.0,1649.0,172.0,5.0,0.0,1820.0,1.0,1.0,100.0,0.0,0.0,1108.0,6090.0,4104.0,0.0,1.0,0.0,2.0,0.0,919.0,0.0
Luis Rioja,ESP,"FW,MF",Alavés,La Liga,29,1993,27.8,1123.0,24.0,150.0,382.0,619.0,62.0,1119.0,71.0,41.0,57.7,23.0,32.4,611.0,4030.0,2161.0,70.0,51.0,18.0,56.0,20.0,720.0,173.0
Rémy Riou,FRA,GK,Lyon,Ligue 1,35,1987,3.0,107.0,95.0,106.0,1.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,71.0,371.0,214.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0
Rodrigo Riquelme,ESP,"DF,MF",Atlético Madrid,La Liga,23,2000,17.0,918.0,20.0,172.0,302.0,457.0,85.0,918.0,64.0,24.0,37.5,38.0,59.4,586.0,3981.0,2241.0,87.0,54.0,28.0,47.0,16.0,619.0,166.0
Alberto Risco,ESP,MF,Getafe,La Liga,17,2005,1.5,65.0,1.0,5.0,26.0,34.0,5.0,65.0,4.0,2.0,50.0,1.0,25.0,37.0,158.0,84.0,3.0,2.0,0.0,6.0,2.0,51.0,14.0
Mihailo Ristić,SRB,"DF,MF",Celta Vigo,La Liga,27,1995,9.0,624.0,31.0,161.0,266.0,203.0,8.0,624.0,23.0,7.0,30.4,11.0,47.8,326.0,1911.0,1006.0,24.0,22.0,3.0,16.0,8.0,330.0,42.0
Matt Ritchie,SCO,"FW,MF",Newcastle Utd,Premier League,33,1989,1.4,125.0,6.0,26.0,42.0,57.0,9.0,125.0,2.0,0.0,0.0,1.0,50.0,58.0,293.0,160.0,5.0,5.0,2.0,3.0,1.0,85.0,13.0
Gorka Rivera Alonso,ESP,DF,Getafe,La Liga,18,2004,0.0,6.0,0.0,3.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Sergi Roberto,ESP,"MF,DF",Barcelona,La Liga,31,1992,9.6,737.0,10.0,112.0,448.0,179.0,28.0,737.0,6.0,3.0,50.0,1.0,16.7,395.0,2125.0,1028.0,13.0,18.0,4.0,22.0,7.0,563.0,33.0
Lucas Robertone,ARG,MF,Almería,La Liga,26,1997,26.5,1675.0,72.0,405.0,975.0,316.0,17.0,1675.0,21.0,8.0,38.1,9.0,42.9,873.0,4221.0,2061.0,31.0,27.0,4.0,27.0,16.0,1041.0,37.0
Connor Roberts,WAL,DF,Burnley,Premier League,27,1995,9.1,557.0,28.0,182.0,259.0,120.0,6.0,557.0,2.0,0.0,0.0,2.0,100.0,309.0,1163.0,620.0,6.0,10.0,0.0,3.0,1.0,358.0,13.0
Andrew Robertson,SCO,DF,Liverpool,Premier League,29,1994,18.8,1713.0,67.0,387.0,789.0,548.0,55.0,1713.0,17.0,5.0,29.4,12.0,70.6,979.0,4623.0,2638.0,63.0,40.0,6.0,18.0,6.0,1160.0,130.0
Antonee Robinson,USA,DF,Fulham,Premier League,25,1997,36.3,2536.0,165.0,930.0,977.0,660.0,63.0,2536.0,81.0,37.0,45.7,35.0,43.2,1267.0,7547.0,4004.0,99.0,70.0,9.0,47.0,16.0,1376.0,194.0
Jack Robinson,ENG,DF,Sheffield Utd,Premier League,29,1993,32.1,1567.0,235.0,793.0,606.0,177.0,31.0,1567.0,11.0,5.0,45.5,3.0,27.3,685.0,2943.0,1429.0,8.0,6.0,1.0,18.0,5.0,785.0,14.0
Marc Roca,ESP,MF,Betis,La Liga,26,1996,22.0,1403.0,53.0,333.0,858.0,229.0,23.0,1403.0,21.0,11.0,52.4,9.0,42.9,821.0,4146.0,2096.0,24.0,22.0,6.0,19.0,18.0,957.0,20.0
Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,32,1990,0.7,65.0,1.0,6.0,43.0,18.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,31.0,139.0,85.0,3.0,2.0,0.0,2.0,0.0,40.0,4.0
Sergio Rodelas,ESP,"FW,DF",Granada,La Liga,18,2004,1.4,53.0,0.0,10.0,19.0,24.0,6.0,53.0,6.0,2.0,33.3,3.0,50.0,25.0,201.0,74.0,3.0,3.0,1.0,8.0,1.0,28.0,5.0
Rodri,ESP,MF,Manchester City,Premier League,27,1996,32.6,3988.0,114.0,664.0,2337.0,1013.0,80.0,3988.0,64.0,42.0,65.6,14.0,21.9,2513.0,11575.0,6408.0,76.0,88.0,12.0,23.0,32.0,3242.0,55.0
Rodri,ESP,"FW,MF",Betis,La Liga,23,2000,11.7,711.0,3.0,98.0,325.0,299.0,43.0,711.0,57.0,24.0,42.1,24.0,42.1,496.0,3253.0,1607.0,49.0,30.0,14.0,28.0,18.0,564.0,116.0
Óscar Rodríguez Arnaiz,ESP,"MF,FW",Getafe,La Liga,25,1998,10.7,595.0,7.0,56.0,287.0,259.0,30.0,595.0,31.0,14.0,45.2,16.0,51.6,320.0,1818.0,757.0,13.0,24.0,4.0,35.0,12.0,415.0,48.0
Damián Rodríguez,ESP,MF,Celta Vigo,La Liga,20,2003,2.9,227.0,6.0,42.0,132.0,54.0,1.0,227.0,0.0,0.0,0.0,0.0,0.0,145.0,548.0,239.0,2.0,4.0,1.0,1.0,2.0,174.0,4.0
Dani Rodríguez,ESP,MF,Mallorca,La Liga,35,1988,29.1,1316.0,29.0,178.0,636.0,524.0,44.0,1316.0,79.0,33.0,41.8,40.0,50.6,690.0,4223.0,1991.0,54.0,47.0,9.0,55.0,60.0,787.0,110.0
Guido Rodríguez,ARG,MF,Betis,La Liga,29,1994,20.5,1259.0,70.0,360.0,747.0,156.0,19.0,1259.0,14.0,10.0,71.4,3.0,21.4,672.0,2647.0,1129.0,8.0,13.0,1.0,20.0,17.0,779.0,18.0
Jay Rodriguez,ENG,FW,Burnley,Premier League,34,1989,9.1,314.0,11.0,48.0,165.0,101.0,24.0,313.0,9.0,6.0,66.7,3.0,33.3,152.0,441.0,137.0,2.0,3.0,1.0,20.0,5.0,225.0,28.0
Kirian Rodríguez,ESP,MF,Las Palmas,La Liga,27,1996,35.7,3337.0,59.0,712.0,2088.0,560.0,19.0,3337.0,37.0,26.0,70.3,9.0,24.3,2158.0,9111.0,4802.0,46.0,45.0,0.0,49.0,48.0,2719.0,78.0
Miguel Rodríguez,ESP,MF,Celta Vigo,La Liga,20,2003,3.3,170.0,1.0,16.0,61.0,97.0,6.0,170.0,17.0,3.0,17.6,11.0,64.7,115.0,803.0,430.0,14.0,12.0,3.0,4.0,4.0,117.0,35.0
Ricardo Rodríguez,SUI,DF,Torino,Serie A,30,1992,30.8,1894.0,135.0,673.0,989.0,243.0,9.0,1894.0,11.0,8.0,72.7,3.0,27.3,1134.0,6330.0,3677.0,61.0,36.0,4.0,10.0,4.0,1291.0,40.0
Rodrygo,BRA,FW,Real Madrid,La Liga,22,2001,26.4,1352.0,3.0,50.0,414.0,905.0,206.0,1351.0,147.0,60.0,40.8,68.0,46.3,1002.0,7409.0,4344.0,159.0,106.0,84.0,72.0,30.0,1145.0,301.0
Mads Roerslev,DEN,DF,Brentford,Premier League,24,1999,22.1,966.0,99.0,362.0,342.0,268.0,23.0,966.0,28.0,11.0,39.3,15.0,53.6,448.0,1985.0,864.0,18.0,12.0,6.0,23.0,15.0,520.0,90.0
Rogério,BRA,DF,Wolfsburg,Bundesliga,25,1998,10.1,659.0,25.0,168.0,337.0,163.0,10.0,659.0,18.0,4.0,22.2,13.0,72.2,364.0,2102.0,1019.0,27.0,16.0,4.0,12.0,8.0,369.0,42.0
Morgan Rogers,ENG,"MF,FW",Aston Villa,Premier League,21,2002,7.1,289.0,10.0,66.0,131.0,98.0,23.0,289.0,33.0,17.0,51.5,12.0,36.4,150.0,1084.0,563.0,22.0,11.0,6.0,17.0,11.0,185.0,30.0
Merlin Röhl,GER,"MF,FW",Freiburg,Bundesliga,21,2002,16.4,676.0,30.0,130.0,316.0,255.0,41.0,676.0,42.0,21.0,50.0,14.0,33.3,398.0,2785.0,1414.0,44.0,37.0,10.0,50.0,42.0,428.0,87.0
Alessio Romagnoli,ITA,DF,Lazio,Serie A,28,1995,26.8,1995.0,276.0,973.0,992.0,36.0,18.0,1995.0,1.0,0.0,0.0,1.0,100.0,981.0,4361.0,2024.0,7.0,2.0,0.0,9.0,0.0,1347.0,2.0
Simone Romagnoli,ITA,DF,Frosinone,Serie A,33,1990,30.2,1733.0,393.0,1076.0,620.0,42.0,23.0,1733.0,0.0,0.0,0.0,0.0,0.0,706.0,3315.0,1598.0,2.0,2.0,0.0,4.0,0.0,934.0,2.0
Carlos Romero,ESP,DF,Villarreal,La Liga,21,2001,2.9,203.0,16.0,78.0,70.0,55.0,7.0,203.0,6.0,3.0,50.0,3.0,50.0,83.0,524.0,257.0,6.0,3.0,1.0,5.0,2.0,102.0,21.0
Cristian Romero,ARG,DF,Tottenham,Premier League,25,1998,31.0,2923.0,357.0,1254.0,1494.0,198.0,33.0,2923.0,8.0,5.0,62.5,1.0,12.5,1957.0,9359.0,6026.0,32.0,42.0,0.0,12.0,4.0,2071.0,8.0
Luka Romero,ARG,"FW,MF",Milan,Serie A,18,2004,1.0,48.0,1.0,8.0,23.0,19.0,2.0,48.0,3.0,1.0,33.3,2.0,66.7,37.0,261.0,103.0,4.0,2.0,0.0,3.0,2.0,35.0,7.0
Luka Romero,ARG,FW,Almería,La Liga,18,2004,4.9,226.0,5.0,39.0,118.0,71.0,5.0,226.0,16.0,7.0,43.8,8.0,50.0,143.0,750.0,341.0,11.0,12.0,1.0,20.0,9.0,155.0,20.0
Oriol Romeu,ESP,MF,Barcelona,La Liga,31,1991,10.4,922.0,27.0,148.0,615.0,161.0,4.0,922.0,5.0,4.0,80.0,1.0,20.0,539.0,2322.0,1245.0,12.0,25.0,0.0,9.0,8.0,701.0,4.0
Valentin Rongier,FRA,MF,Marseille,Ligue 1,28,1994,9.5,685.0,27.0,135.0,413.0,143.0,10.0,685.0,10.0,5.0,50.0,5.0,50.0,511.0,2879.0,1333.0,19.0,14.0,1.0,14.0,8.0,465.0,10.0
Frank Ronstadt,GER,"DF,MF",Darmstadt 98,Bundesliga,26,1997,0.8,56.0,5.0,14.0,27.0,16.0,0.0,56.0,3.0,0.0,0.0,1.0,33.3,33.0,190.0,117.0,3.0,2.0,0.0,1.0,2.0,39.0,4.0
Marten de Roon,NED,"MF,DF",Atalanta,Serie A,32,1991,28.9,1981.0,99.0,589.0,1110.0,294.0,4.0,1981.0,9.0,3.0,33.3,5.0,55.6,1040.0,4998.0,2569.0,28.0,22.0,0.0,19.0,8.0,1307.0,22.0
Unai Ropero,ESP,MF,Alavés,La Liga,21,2001,0.1,7.0,0.0,1.0,1.0,5.0,1.0,7.0,2.0,0.0,0.0,2.0,100.0,3.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Vitor Roque,BRA,FW,Barcelona,La Liga,18,2005,3.6,126.0,5.0,11.0,43.0,74.0,22.0,126.0,15.0,4.0,26.7,9.0,60.0,82.0,573.0,334.0,12.0,6.0,6.0,11.0,8.0,97.0,26.0
Pablo Rosario,NED,"MF,DF",Nice,Ligue 1,26,1997,22.3,1398.0,80.0,425.0,814.0,164.0,22.0,1398.0,20.0,11.0,55.0,8.0,40.0,1031.0,4765.0,2214.0,20.0,19.0,2.0,26.0,15.0,987.0,27.0
Valentin Rosier,FRA,"DF,MF",Nice,Ligue 1,26,1996,0.6,47.0,3.0,13.0,20.0,15.0,3.0,47.0,1.0,0.0,0.0,1.0,100.0,24.0,196.0,102.0,3.0,3.0,1.0,2.0,1.0,21.0,2.0
Francesco Rossi,ITA,GK,Atalanta,Serie A,32,1991,0.1,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Rothwell,ENG,MF,Bournemouth,Premier League,28,1995,4.3,251.0,8.0,49.0,147.0,56.0,1.0,251.0,13.0,7.0,53.8,4.0,30.8,140.0,862.0,437.0,6.0,4.0,0.0,5.0,2.0,155.0,3.0
Anthony Rouault,FRA,DF,Stuttgart,Bundesliga,22,2001,11.2,1030.0,75.0,385.0,571.0,76.0,5.0,1030.0,6.0,2.0,33.3,4.0,66.7,639.0,2713.0,1556.0,8.0,5.0,0.0,7.0,3.0,753.0,10.0
Jérôme Roussillon,FRA,DF,Union Berlin,Bundesliga,30,1993,8.4,462.0,28.0,141.0,210.0,121.0,6.0,462.0,11.0,5.0,45.5,5.0,45.5,217.0,931.0,516.0,10.0,9.0,2.0,16.0,8.0,213.0,29.0
Nicolò Rovella,ITA,MF,Lazio,Serie A,21,2001,14.6,1157.0,49.0,316.0,723.0,131.0,3.0,1157.0,18.0,10.0,55.6,7.0,38.9,575.0,3079.0,1311.0,21.0,11.0,1.0,18.0,11.0,787.0,11.0
Amir Rrahmani,KVX,DF,Napoli,Serie A,29,1994,28.9,2477.0,209.0,973.0,1399.0,116.0,40.0,2477.0,15.0,10.0,66.7,3.0,20.0,1557.0,7914.0,4596.0,19.0,15.0,1.0,7.0,6.0,1792.0,4.0
Ruan,BRA,DF,Sassuolo,Serie A,24,1999,16.8,853.0,128.0,460.0,359.0,43.0,16.0,853.0,4.0,2.0,50.0,2.0,50.0,418.0,2099.0,978.0,8.0,4.0,0.0,6.0,2.0,457.0,6.0
Pelly Ruddock Mpanzu,COD,MF,Luton Town,Premier League,30,1993,12.2,481.0,30.0,114.0,240.0,130.0,15.0,481.0,16.0,9.0,56.3,6.0,37.5,235.0,961.0,378.0,10.0,7.0,5.0,12.0,16.0,270.0,15.0
Antonio Rüdiger,GER,DF,Real Madrid,La Liga,30,1993,30.1,2022.0,275.0,1000.0,964.0,65.0,25.0,2022.0,3.0,1.0,33.3,2.0,66.7,1337.0,6743.0,4149.0,17.0,10.0,1.0,4.0,2.0,1525.0,1.0
Fabian Rüdlin,GER,MF,Freiburg,Bundesliga,26,1997,0.1,6.0,0.0,0.0,2.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Javier Rueda Garcia,ESP,"MF,DF",Celta Vigo,La Liga,21,2002,0.2,17.0,0.0,6.0,8.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,8.0,22.0,4.0,0.0,1.0,0.0,1.0,0.0,10.0,2.0
Daniele Rugani,ITA,DF,Juventus,Serie A,29,1994,13.2,738.0,69.0,329.0,373.0,40.0,12.0,738.0,0.0,0.0,0.0,0.0,0.0,451.0,2006.0,899.0,2.0,4.0,0.0,3.0,2.0,501.0,2.0
Matteo Ruggeri,ITA,DF,Atalanta,Serie A,21,2002,27.2,1799.0,57.0,488.0,787.0,539.0,25.0,1799.0,41.0,21.0,51.2,16.0,39.0,862.0,4276.0,2186.0,55.0,40.0,5.0,29.0,10.0,1116.0,132.0
Mário Rui,POR,DF,Napoli,Serie A,32,1991,13.4,1185.0,33.0,294.0,647.0,251.0,8.0,1185.0,9.0,3.0,33.3,4.0,44.4,623.0,2907.0,1775.0,33.0,21.0,1.0,10.0,9.0,812.0,59.0
Aitor Ruibal,ESP,"DF,FW",Betis,La Liga,27,1996,11.3,744.0,36.0,232.0,318.0,209.0,25.0,744.0,45.0,27.0,60.0,14.0,31.1,380.0,1932.0,1016.0,22.0,15.0,9.0,19.0,9.0,409.0,50.0
Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,27,1996,13.3,987.0,47.0,226.0,558.0,220.0,20.0,987.0,20.0,16.0,80.0,2.0,10.0,812.0,3729.0,1523.0,16.0,25.0,1.0,12.0,3.0,761.0,40.0
Sergio Ruiz,ESP,MF,Granada,La Liga,28,1994,27.7,1578.0,81.0,486.0,927.0,199.0,26.0,1578.0,54.0,23.0,42.6,17.0,31.5,931.0,5100.0,2665.0,34.0,24.0,6.0,37.0,15.0,1046.0,23.0
Julian Ryerson,NOR,DF,Dortmund,Bundesliga,25,1997,19.6,1346.0,60.0,430.0,588.0,343.0,32.0,1346.0,40.0,16.0,40.0,18.0,45.0,813.0,4244.0,2096.0,41.0,41.0,6.0,29.0,26.0,867.0,118.0
Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,30,1992,33.0,1401.0,1071.0,1384.0,16.0,3.0,3.0,1401.0,0.0,0.0,0.0,0.0,0.0,806.0,4273.0,2894.0,0.0,1.0,1.0,1.0,0.0,705.0,0.0
José Sá,POR,GK,Wolves,Premier League,30,1993,33.7,1198.0,1049.0,1189.0,8.0,1.0,0.0,1198.0,3.0,3.0,100.0,0.0,0.0,677.0,4662.0,3131.0,0.0,1.0,1.0,1.0,1.0,481.0,0.0
Youssouf Sabaly,SEN,DF,Betis,La Liga,30,1993,11.6,761.0,37.0,250.0,340.0,178.0,14.0,761.0,23.0,12.0,52.2,8.0,34.8,437.0,2179.0,1089.0,31.0,22.0,2.0,18.0,13.0,488.0,43.0
Emmanuel Sabbi,USA,"FW,MF",Le Havre,Ligue 1,25,1997,17.6,630.0,17.0,106.0,260.0,272.0,61.0,628.0,60.0,20.0,33.3,37.0,61.7,438.0,2526.0,1057.0,38.0,16.0,16.0,44.0,22.0,402.0,101.0
Stefano Sabelli,ITA,DF,Genoa,Serie A,30,1993,27.0,1230.0,56.0,303.0,499.0,440.0,16.0,1230.0,33.0,8.0,24.2,20.0,60.6,616.0,3388.0,1772.0,69.0,44.0,4.0,39.0,11.0,684.0,101.0
Marcel Sabitzer,AUT,MF,Dortmund,Bundesliga,29,1994,21.8,1305.0,69.0,271.0,694.0,346.0,56.0,1304.0,30.0,11.0,36.7,15.0,50.0,711.0,3258.0,1767.0,39.0,21.0,7.0,23.0,14.0,883.0,69.0
Falaye Sacko,MLI,DF,Montpellier,Ligue 1,28,1995,15.4,922.0,54.0,288.0,425.0,220.0,11.0,922.0,19.0,11.0,57.9,8.0,42.1,548.0,3276.0,1612.0,38.0,28.0,5.0,14.0,7.0,472.0,42.0
Dominic Sadi,ENG,FW,Bournemouth,Premier League,19,2003,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Umar Sadiq,NGA,FW,Real Sociedad,La Liga,26,1997,12.0,363.0,8.0,17.0,147.0,206.0,60.0,363.0,49.0,31.0,63.3,17.0,34.7,226.0,1327.0,427.0,18.0,11.0,10.0,49.0,39.0,272.0,74.0
Alexis Saelemaekers,BEL,"FW,MF",Bologna,Serie A,24,1999,21.0,1271.0,7.0,177.0,555.0,558.0,47.0,1271.0,106.0,40.0,37.7,58.0,54.7,818.0,4996.0,2370.0,65.0,49.0,17.0,49.0,25.0,945.0,180.0
Modibo Sagnan,MLI,DF,Montpellier,Ligue 1,24,1999,11.7,676.0,107.0,342.0,306.0,31.0,13.0,676.0,2.0,2.0,100.0,0.0,0.0,447.0,2290.0,1211.0,7.0,3.0,0.0,6.0,3.0,408.0,5.0
Wesley Saïd,FRA,"FW,MF",Lens,Ligue 1,28,1995,11.3,386.0,2.0,27.0,158.0,209.0,77.0,386.0,21.0,13.0,61.9,7.0,33.3,298.0,1747.0,741.0,18.0,15.0,7.0,27.0,11.0,285.0,95.0
Théo Sainte-Luce,FRA,DF,Montpellier,Ligue 1,24,1998,3.8,229.0,20.0,80.0,109.0,43.0,4.0,229.0,9.0,3.0,33.3,5.0,55.6,120.0,639.0,326.0,8.0,6.0,1.0,5.0,1.0,110.0,6.0
Bukayo Saka,ENG,FW,Arsenal,Premier League,21,2001,32.4,1952.0,37.0,182.0,474.0,1310.0,271.0,1946.0,122.0,49.0,40.2,54.0,44.3,1223.0,7180.0,3728.0,155.0,68.0,72.0,56.0,53.0,1393.0,508.0
Mamadou Sakho,FRA,DF,Montpellier,Ligue 1,33,1990,0.1,18.0,1.0,11.0,7.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,15.0,50.0,36.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
Ibrahim Salah,MAR,"FW,MF",Rennes,Ligue 1,21,2001,5.8,341.0,14.0,59.0,128.0,159.0,18.0,341.0,29.0,11.0,37.9,18.0,62.1,268.0,1775.0,700.0,15.0,17.0,2.0,18.0,15.0,237.0,61.0
Mohamed Salah,EGY,FW,Liverpool,Premier League,31,1992,28.2,1359.0,4.0,47.0,460.0,866.0,241.0,1352.0,77.0,27.0,35.1,49.0,63.6,977.0,5309.0,2614.0,98.0,54.0,66.0,77.0,59.0,1116.0,341.0
Amine Salama,FRA,FW,Reims,Ligue 1,23,2000,3.5,110.0,0.0,10.0,48.0,56.0,10.0,110.0,14.0,10.0,71.4,3.0,21.4,85.0,723.0,311.0,10.0,4.0,3.0,15.0,5.0,79.0,33.0
Kike Salas,ESP,DF,Sevilla,La Liga,21,2002,17.8,1237.0,106.0,554.0,570.0,122.0,33.0,1237.0,8.0,0.0,0.0,7.0,87.5,584.0,2361.0,1105.0,11.0,3.0,1.0,10.0,8.0,751.0,16.0
William Saliba,FRA,DF,Arsenal,Premier League,22,2001,38.0,3093.0,223.0,1239.0,1720.0,142.0,15.0,3093.0,15.0,10.0,66.7,4.0,26.7,1992.0,9002.0,5201.0,16.0,22.0,1.0,22.0,13.0,2297.0,6.0
Mohammed Salisu,GHA,DF,Monaco,Ligue 1,24,1999,11.5,905.0,90.0,337.0,540.0,38.0,7.0,905.0,6.0,4.0,66.7,2.0,33.3,639.0,3462.0,1671.0,7.0,13.0,0.0,5.0,1.0,588.0,6.0
Roland Sallai,HUN,"MF,FW",Freiburg,Bundesliga,26,1997,20.4,826.0,28.0,110.0,352.0,372.0,74.0,825.0,57.0,21.0,36.8,28.0,49.1,511.0,2882.0,1311.0,47.0,38.0,15.0,43.0,15.0,615.0,139.0
Yoann Salmier,GUF,DF,Le Havre,Ligue 1,30,1992,17.4,926.0,101.0,413.0,432.0,88.0,19.0,926.0,8.0,5.0,62.5,3.0,37.5,575.0,3006.0,1489.0,8.0,16.0,0.0,10.0,4.0,511.0,8.0
Salvi,ESP,MF,Rayo Vallecano,La Liga,32,1991,0.3,14.0,0.0,1.0,9.0,4.0,0.0,14.0,1.0,1.0,100.0,0.0,0.0,14.0,102.0,47.0,2.0,2.0,0.0,0.0,2.0,13.0,2.0
Lazar Samardzic,SRB,MF,Udinese,Serie A,21,2002,26.4,1284.0,39.0,216.0,616.0,487.0,32.0,1283.0,101.0,47.0,46.5,49.0,48.5,656.0,4109.0,2253.0,65.0,39.0,8.0,53.0,20.0,735.0,91.0
Diadie Samassékou,MLI,MF,Cádiz,La Liga,27,1996,1.0,60.0,1.0,16.0,37.0,9.0,0.0,60.0,2.0,2.0,100.0,0.0,0.0,33.0,215.0,110.0,2.0,4.0,0.0,2.0,0.0,32.0,1.0
Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,27,1996,0.0,4.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Mama Samba Baldé,GNB,"FW,MF",Lyon,Ligue 1,27,1995,6.1,234.0,2.0,21.0,87.0,133.0,43.0,234.0,28.0,12.0,42.9,16.0,57.1,176.0,1287.0,586.0,23.0,9.0,15.0,28.0,11.0,174.0,73.0
Brice Samba,FRA,GK,Lens,Ligue 1,29,1994,33.0,1194.0,917.0,1173.0,22.0,0.0,0.0,1194.0,0.0,0.0,0.0,0.0,0.0,861.0,4654.0,2662.0,0.0,0.0,0.0,2.0,0.0,600.0,0.0
Albert Sambi Lokonga,BEL,MF,Luton Town,Premier League,23,1999,14.5,899.0,54.0,223.0,513.0,170.0,11.0,899.0,22.0,11.0,50.0,7.0,31.8,529.0,3027.0,1707.0,29.0,19.0,2.0,12.0,11.0,597.0,13.0
Junior Sambia,FRA,"DF,MF",Salernitana,Serie A,26,1996,11.5,634.0,40.0,183.0,287.0,170.0,18.0,634.0,24.0,5.0,20.8,12.0,50.0,308.0,1573.0,868.0,23.0,20.0,9.0,16.0,12.0,393.0,37.0
Fede San Emeterio,ESP,MF,Cádiz,La Liga,26,1997,1.7,67.0,5.0,20.0,41.0,6.0,1.0,67.0,1.0,0.0,0.0,0.0,0.0,28.0,108.0,68.0,0.0,0.0,0.0,1.0,0.0,37.0,0.0
